425588 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
425748 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425748 write(8, "PID = \n425129\n", 14) = 14
425748 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425748 write(8, "TID = \n425748\n", 14) = 14
425748 write(3, "INFO:werkzeug:TID = \n425748\n", 28) = 28
425748 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425748 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425748 write(8, "LOG_STOP_wsgi, TS=1715882232.431"..., 36) = 36
425748 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425748 write(1, "#*# REQ_SEND\n", 13)   = 13
425748 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425748 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425748 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425748 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425748 write(1, "*#* RES_REC\n", 12)    = 12
425748 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425748 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425748 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425748 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425748 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425751 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460 <unfinished ...>
425751 write(8, "LOG_START_wsgi ,TS=1715882232.43"..., 37) = 37
425751 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425751 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425751 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
425751 write(8, "PID = \n425129\n", 14) = 14
425751 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425751 write(8, "TID = \n425751\n", 14) = 14
425751 write(3, "INFO:werkzeug:TID = \n425751\n", 28) = 28
425751 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425751 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425751 write(8, "LOG_STOP_wsgi, TS=1715882232.438"..., 36) = 36
425751 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425751 write(1, "#*# REQ_SEND\n", 13)   = 13
425751 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425751 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425751 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425751 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425751 write(1, "*#* RES_REC\n", 12)    = 12
425751 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425751 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425751 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425751 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425751 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425759 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425759 write(8, "LOG_START_wsgi ,TS=1715882232.46"..., 38) = 38
425759 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425759 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425759 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425759 write(8, "PID = \n425129\n", 14) = 14
425759 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425759 write(8, "TID = \n425759\n", 14) = 14
425759 write(3, "INFO:werkzeug:TID = \n425759\n", 28) = 28
425759 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425759 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425759 write(8, "LOG_STOP_wsgi, TS=1715882232.467"..., 37) = 37
425759 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425759 write(1, "#*# REQ_SEND\n", 13)   = 13
425759 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425759 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425759 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425759 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425759 write(1, "*#* RES_REC\n", 12)    = 12
425759 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425759 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425759 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425759 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425759 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425761 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425761 write(8, "LOG_START_wsgi ,TS=1715882232.47"..., 38) = 38
425761 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425761 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425761 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425761 write(8, "PID = \n425129\n", 14) = 14
425761 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425761 write(8, "TID = \n425761\n", 14) = 14
425761 write(3, "INFO:werkzeug:TID = \n425761\n", 28) = 28
425761 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425761 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425761 write(8, "LOG_STOP_wsgi, TS=1715882232.476"..., 37) = 37
425761 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425761 write(1, "#*# REQ_SEND\n", 13)   = 13
425761 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425761 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425761 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425763 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425763 write(8, "LOG_START_wsgi ,TS=1715882232.48"..., 38) = 38
425761 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425761 write(1, "*#* RES_REC\n", 12)    = 12
425763 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425761 write(8, "REC_DATA_SIZE=53\n", 17 <unfinished ...>
425761 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425764 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425763 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425763 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425764 write(8, "LOG_START_wsgi ,TS=1715882232.48"..., 38) = 38
425761 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425763 write(8, "PID = \n425129\n", 14) = 14
425764 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425763 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425761 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425761 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89 <unfinished ...>
425764 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
425764 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425763 write(8, "TID = \n425763\n", 14) = 14
425764 write(8, "PID = \n425129\n", 14) = 14
425763 write(3, "INFO:werkzeug:TID = \n425763\n", 28) = 28
425763 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425764 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425764 write(8, "TID = \n425764\n", 14) = 14
425763 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425764 write(3, "INFO:werkzeug:TID = \n425764\n", 28) = 28
425763 write(8, "LOG_STOP_wsgi, TS=1715882232.482"..., 37) = 37
425763 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425764 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425763 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425764 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425763 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425764 write(8, "LOG_STOP_wsgi, TS=1715882232.484"..., 37) = 37
425764 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425764 write(1, "#*# REQ_SEND\n", 13)   = 13
425763 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425764 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425764 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425766 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425766 write(8, "LOG_START_wsgi ,TS=1715882232.49"..., 38) = 38
425766 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425766 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425766 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425766 write(8, "PID = \n425129\n", 14) = 14
425766 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425766 write(8, "TID = \n425766\n", 14) = 14
425766 write(3, "INFO:werkzeug:TID = \n425766\n", 28) = 28
425766 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425766 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425766 write(8, "LOG_STOP_wsgi, TS=1715882232.491"..., 37) = 37
425766 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425766 write(1, "#*# REQ_SEND\n", 13)   = 13
425766 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425768 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425768 write(8, "LOG_START_wsgi ,TS=1715882232.49"..., 38) = 38
425766 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425768 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425768 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425763 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425763 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425768 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425763 write(1, "*#* RES_REC\n", 12)    = 12
425768 write(8, "PID = \n425129\n", 14) = 14
425764 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425763 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425764 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425768 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425764 write(1, "*#* RES_REC\n", 12)    = 12
425768 write(8, "TID = \n425768\n", 14) = 14
425763 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425764 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425768 write(3, "INFO:werkzeug:TID = \n425768\n", 28) = 28
425768 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425764 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425766 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425763 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425766 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425763 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425768 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425766 write(1, "*#* RES_REC\n", 12)    = 12
425768 write(8, "LOG_STOP_wsgi, TS=1715882232.493"..., 37) = 37
425764 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425766 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425763 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425764 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425768 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425768 write(1, "#*# REQ_SEND\n", 13)   = 13
425764 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425766 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
425768 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425766 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425766 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425768 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425766 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425768 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425768 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425768 write(1, "*#* RES_REC\n", 12)    = 12
425768 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425768 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425768 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425768 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425768 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425779 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425779 write(8, "LOG_START_wsgi ,TS=1715882233.41"..., 38) = 38
425779 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425779 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425779 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425779 write(8, "PID = \n425129\n", 14) = 14
425779 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425779 write(8, "TID = \n425779\n", 14) = 14
425779 write(3, "INFO:werkzeug:TID = \n425779\n", 28) = 28
425779 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425779 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425779 write(8, "LOG_STOP_wsgi, TS=1715882233.412"..., 37) = 37
425779 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425779 write(1, "#*# REQ_SEND\n", 13)   = 13
425779 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425779 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425779 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425779 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425779 write(1, "*#* RES_REC\n", 12)    = 12
425779 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425779 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425779 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425779 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425779 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425782 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425782 write(8, "LOG_START_wsgi ,TS=1715882233.44"..., 38) = 38
425782 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425782 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425782 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425782 write(8, "PID = \n425129\n", 14) = 14
425782 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425782 write(8, "TID = \n425782\n", 14) = 14
425782 write(3, "INFO:werkzeug:TID = \n425782\n", 28) = 28
425782 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425782 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425782 write(8, "LOG_STOP_wsgi, TS=1715882233.440"..., 37) = 37
425782 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425782 write(1, "#*# REQ_SEND\n", 13)   = 13
425782 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425782 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425782 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425782 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425782 write(1, "*#* RES_REC\n", 12)    = 12
425782 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425782 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425782 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425782 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425782 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425793 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
425793 write(8, "LOG_START_wsgi ,TS=1715882233.60"..., 37 <unfinished ...>
425792 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425793 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51 <unfinished ...>
425792 write(8, "LOG_START_wsgi ,TS=1715882233.60"..., 38 <unfinished ...>
425792 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
425793 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
425793 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425792 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425792 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
425793 write(8, "PID = \n425129\n", 14 <unfinished ...>
425793 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425792 write(8, "PID = \n425129\n", 14) = 14
425792 write(3, "INFO:werkzeug:PID = \n425129\n", 28 <unfinished ...>
425793 write(8, "TID = \n425793\n", 14 <unfinished ...>
425793 write(3, "INFO:werkzeug:TID = \n425793\n", 28) = 28
425792 write(8, "TID = \n425792\n", 14) = 14
425792 write(3, "INFO:werkzeug:TID = \n425792\n", 28 <unfinished ...>
425793 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
425793 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425792 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425792 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425793 write(8, "LOG_STOP_wsgi, TS=1715882233.606"..., 36 <unfinished ...>
425793 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425792 write(8, "LOG_STOP_wsgi, TS=1715882233.607"..., 37 <unfinished ...>
425793 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425792 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425793 write(2, "{\"message\": \"Get with url http:/"..., 405 <unfinished ...>
425792 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425792 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425793 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425792 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425795 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425795 write(8, "LOG_START_wsgi ,TS=1715882233.61"..., 38) = 38
425795 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425795 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425795 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425795 write(8, "PID = \n425129\n", 14) = 14
425795 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425795 write(8, "TID = \n425795\n", 14) = 14
425795 write(3, "INFO:werkzeug:TID = \n425795\n", 28) = 28
425795 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425795 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425795 write(8, "LOG_STOP_wsgi, TS=1715882233.614"..., 37) = 37
425795 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425795 write(1, "#*# REQ_SEND\n", 13)   = 13
425795 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425795 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425793 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425798 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425798 write(8, "LOG_START_wsgi ,TS=1715882233.62"..., 38) = 38
425792 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425793 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425798 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425798 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425793 write(1, "*#* RES_REC\n", 12)    = 12
425792 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425798 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425793 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425792 write(1, "*#* RES_REC\n", 12)    = 12
425798 write(8, "PID = \n425129\n", 14) = 14
425793 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425799 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425795 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425792 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425799 write(8, "LOG_START_wsgi ,TS=1715882233.62"..., 38) = 38
425798 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425795 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425798 write(8, "TID = \n425798\n", 14) = 14
425795 write(1, "*#* RES_REC\n", 12)    = 12
425800 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425793 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425793 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425792 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425800 write(8, "LOG_START_wsgi ,TS=1715882233.62"..., 38) = 38
425799 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425801 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425795 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425800 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425802 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
425799 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425793 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425801 write(8, "LOG_START_wsgi ,TS=1715882233.62"..., 38) = 38
425800 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425792 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425802 write(8, "LOG_START_wsgi ,TS=1715882233.63"..., 38) = 38
425798 write(3, "INFO:werkzeug:TID = \n425798\n", 28) = 28
425792 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425795 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425798 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425799 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425799 write(8, "PID = \n425129\n", 14) = 14
425801 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425801 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425799 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425799 write(8, "TID = \n425799\n", 14) = 14
425801 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425801 write(8, "PID = \n425129\n", 14) = 14
425792 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
425798 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425798 write(8, "LOG_STOP_wsgi, TS=1715882233.620"..., 37) = 37
425795 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425795 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 75) = 75
425800 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425800 write(8, "PID = \n425129\n", 14) = 14
425802 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425802 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
425799 write(3, "INFO:werkzeug:TID = \n425799\n", 28) = 28
425799 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
425801 write(3, "INFO:werkzeug:PID = \n425129\n", 28 <unfinished ...>
425801 write(8, "TID = \n425801\n", 14) = 14
425798 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425798 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425795 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89 <unfinished ...>
425798 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425800 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425800 write(8, "TID = \n425800\n", 14) = 14
425802 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
425802 write(8, "PID = \n425129\n", 14) = 14
425799 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425799 write(8, "LOG_STOP_wsgi, TS=1715882233.624"..., 37) = 37
425802 write(3, "INFO:werkzeug:PID = \n425129\n", 28) = 28
425802 write(8, "TID = \n425802\n", 14) = 14
425800 write(3, "INFO:werkzeug:TID = \n425800\n", 28) = 28
425800 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425798 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425801 write(3, "INFO:werkzeug:TID = \n425801\n", 28) = 28
425801 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425799 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425799 write(1, "#*# REQ_SEND\n", 13)   = 13
425802 write(3, "INFO:werkzeug:TID = \n425802\n", 28) = 28
425799 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425802 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425800 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425800 write(8, "LOG_STOP_wsgi, TS=1715882233.626"..., 37) = 37
425801 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425801 write(8, "LOG_STOP_wsgi, TS=1715882233.629"..., 37) = 37
425802 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425802 write(8, "LOG_STOP_wsgi, TS=1715882233.631"..., 37) = 37
425801 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425801 write(1, "#*# REQ_SEND\n", 13)   = 13
425802 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425801 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425802 write(1, "#*# REQ_SEND\n", 13)   = 13
425799 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425802 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425800 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425800 write(1, "#*# REQ_SEND\n", 13)   = 13
425798 write(3, "DEBUG:urllib3.connectionpool:htt"..., 86) = 86
425800 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
425801 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425798 write(2, "{\"message\": \"Response <Response "..., 216) = 216
425802 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
