425598 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499 <unfinished ...>
425834 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425834 write(8, "LOG_START_wsgi ,TS=1715882234.79"..., 38) = 38
425834 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425834 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425834 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425834 write(8, "PID = \n425149\n", 14) = 14
425834 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425834 write(8, "TID = \n425834\n", 14) = 14
425834 write(3, "INFO:werkzeug:TID = \n425834\n", 28) = 28
425834 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425834 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425834 write(8, "LOG_STOP_wsgi, TS=1715882234.795"..., 37) = 37
425834 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425834 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425834 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425834 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425835 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425835 write(8, "LOG_START_wsgi ,TS=1715882234.80"..., 38) = 38
425835 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425835 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425835 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425835 write(8, "PID = \n425149\n", 14) = 14
425835 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425835 write(8, "TID = \n425835\n", 14) = 14
425835 write(3, "INFO:werkzeug:TID = \n425835\n", 28) = 28
425835 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425835 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425835 write(8, "LOG_STOP_wsgi, TS=1715882234.802"..., 37) = 37
425835 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425835 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425835 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425835 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425836 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425836 write(8, "LOG_START_wsgi ,TS=1715882234.80"..., 37) = 37
425836 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425836 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425836 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425836 write(8, "PID = \n425149\n", 14) = 14
425836 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425836 write(8, "TID = \n425836\n", 14) = 14
425837 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
425836 write(3, "INFO:werkzeug:TID = \n425836\n", 28 <unfinished ...>
425837 write(8, "LOG_START_wsgi ,TS=1715882234.80"..., 38) = 38
425837 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425836 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425836 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425837 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259 <unfinished ...>
425837 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425836 write(8, "LOG_STOP_wsgi, TS=1715882234.804"..., 36) = 36
425836 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
425837 write(8, "PID = \n425149\n", 14 <unfinished ...>
425837 write(3, "INFO:werkzeug:PID = \n425149\n", 28 <unfinished ...>
425837 write(8, "TID = \n425837\n", 14) = 14
425836 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425836 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425837 write(3, "INFO:werkzeug:TID = \n425837\n", 28) = 28
425837 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425836 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425837 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425837 write(8, "LOG_STOP_wsgi, TS=1715882234.806"..., 37) = 37
425837 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425837 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425837 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425837 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425884 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425884 write(8, "LOG_START_wsgi ,TS=1715882235.47"..., 38) = 38
425884 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425884 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425884 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425884 write(8, "PID = \n425149\n", 14) = 14
425884 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425884 write(8, "TID = \n425884\n", 14) = 14
425884 write(3, "INFO:werkzeug:TID = \n425884\n", 28) = 28
425884 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425884 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425884 write(8, "LOG_STOP_wsgi, TS=1715882235.473"..., 37) = 37
425884 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425884 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425884 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425884 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425887 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425887 write(8, "LOG_START_wsgi ,TS=1715882235.49"..., 37) = 37
425887 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425887 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425887 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425887 write(8, "PID = \n425149\n", 14) = 14
425887 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425887 write(8, "TID = \n425887\n", 14) = 14
425887 write(3, "INFO:werkzeug:TID = \n425887\n", 28) = 28
425887 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425887 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425887 write(8, "LOG_STOP_wsgi, TS=1715882235.493"..., 36) = 36
425887 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425887 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425887 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425887 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425891 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425891 write(8, "LOG_START_wsgi ,TS=1715882235.80"..., 38) = 38
425891 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425891 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425891 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425891 write(8, "PID = \n425149\n", 14) = 14
425891 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425891 write(8, "TID = \n425891\n", 14) = 14
425891 write(3, "INFO:werkzeug:TID = \n425891\n", 28) = 28
425891 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425891 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425891 write(8, "LOG_STOP_wsgi, TS=1715882235.804"..., 37) = 37
425891 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425891 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425891 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425891 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425896 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425896 write(8, "LOG_START_wsgi ,TS=1715882235.81"..., 38) = 38
425896 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425896 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425896 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425896 write(8, "PID = \n425149\n", 14) = 14
425896 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425896 write(8, "TID = \n425896\n", 14) = 14
425896 write(3, "INFO:werkzeug:TID = \n425896\n", 28) = 28
425896 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425896 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425896 write(8, "LOG_STOP_wsgi, TS=1715882235.818"..., 37) = 37
425896 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425896 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425896 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425896 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425900 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425900 write(8, "LOG_START_wsgi ,TS=1715882235.82"..., 38) = 38
425900 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425900 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425900 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425900 write(8, "PID = \n425149\n", 14) = 14
425900 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425900 write(8, "TID = \n425900\n", 14) = 14
425900 write(3, "INFO:werkzeug:TID = \n425900\n", 28) = 28
425900 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425900 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425900 write(8, "LOG_STOP_wsgi, TS=1715882235.827"..., 37) = 37
425900 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425900 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425900 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425900 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425903 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425903 write(8, "LOG_START_wsgi ,TS=1715882235.83"..., 38) = 38
425903 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425903 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425903 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425903 write(8, "PID = \n425149\n", 14) = 14
425903 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425903 write(8, "TID = \n425903\n", 14) = 14
425903 write(3, "INFO:werkzeug:TID = \n425903\n", 28) = 28
425903 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425903 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425903 write(8, "LOG_STOP_wsgi, TS=1715882235.836"..., 37) = 37
425903 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425903 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425903 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425903 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425905 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425905 write(8, "LOG_START_wsgi ,TS=1715882235.85"..., 37) = 37
425905 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425905 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425905 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425905 write(8, "PID = \n425149\n", 14) = 14
425905 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425905 write(8, "TID = \n425905\n", 14) = 14
425905 write(3, "INFO:werkzeug:TID = \n425905\n", 28) = 28
425905 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425905 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425905 write(8, "LOG_STOP_wsgi, TS=1715882235.853"..., 36) = 36
425905 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425905 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425905 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425905 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425909 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425909 write(8, "LOG_START_wsgi ,TS=1715882235.86"..., 37) = 37
425909 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425909 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425909 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425909 write(8, "PID = \n425149\n", 14) = 14
425909 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425909 write(8, "TID = \n425909\n", 14) = 14
425909 write(3, "INFO:werkzeug:TID = \n425909\n", 28) = 28
425909 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425909 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425909 write(8, "LOG_STOP_wsgi, TS=1715882235.867"..., 36) = 36
425909 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425910 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425909 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425909 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425909 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425910 write(8, "LOG_START_wsgi ,TS=1715882235.86"..., 38) = 38
425911 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425910 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425911 write(8, "LOG_START_wsgi ,TS=1715882235.87"..., 38) = 38
425911 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425910 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425910 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425911 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425911 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425910 write(8, "PID = \n425149\n", 14) = 14
425910 write(3, "INFO:werkzeug:PID = \n425149\n", 28 <unfinished ...>
425911 write(8, "PID = \n425149\n", 14 <unfinished ...>
425911 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425910 write(8, "TID = \n425910\n", 14) = 14
425910 write(3, "INFO:werkzeug:TID = \n425910\n", 28 <unfinished ...>
425911 write(8, "TID = \n425911\n", 14 <unfinished ...>
425911 write(3, "INFO:werkzeug:TID = \n425911\n", 28) = 28
425910 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425910 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425911 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
425911 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425910 write(8, "LOG_STOP_wsgi, TS=1715882235.869"..., 37) = 37
425910 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425911 write(8, "LOG_STOP_wsgi, TS=1715882235.871"..., 37 <unfinished ...>
425911 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425910 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425910 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425911 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425911 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425910 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425911 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425942 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425942 write(8, "LOG_START_wsgi ,TS=1715882236.49"..., 38) = 38
425942 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425942 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425942 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425942 write(8, "PID = \n425149\n", 14) = 14
425942 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425942 write(8, "TID = \n425942\n", 14) = 14
425942 write(3, "INFO:werkzeug:TID = \n425942\n", 28) = 28
425942 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425942 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425942 write(8, "LOG_STOP_wsgi, TS=1715882236.495"..., 37) = 37
425942 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425942 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425942 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425942 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425945 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425945 write(8, "LOG_START_wsgi ,TS=1715882236.52"..., 37) = 37
425945 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425945 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425945 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425945 write(8, "PID = \n425149\n", 14) = 14
425945 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425945 write(8, "TID = \n425945\n", 14) = 14
425945 write(3, "INFO:werkzeug:TID = \n425945\n", 28) = 28
425945 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425945 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425945 write(8, "LOG_STOP_wsgi, TS=1715882236.525"..., 36) = 36
425945 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425945 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425945 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425945 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425948 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425948 write(8, "LOG_START_wsgi ,TS=1715882236.84"..., 38) = 38
425948 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425948 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425948 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425948 write(8, "PID = \n425149\n", 14) = 14
425948 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425948 write(8, "TID = \n425948\n", 14) = 14
425948 write(3, "INFO:werkzeug:TID = \n425948\n", 28) = 28
425948 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425948 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425948 write(8, "LOG_STOP_wsgi, TS=1715882236.848"..., 37) = 37
425948 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425948 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425948 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425948 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425953 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425953 write(8, "LOG_START_wsgi ,TS=1715882236.86"..., 37) = 37
425953 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425953 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425953 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425953 write(8, "PID = \n425149\n", 14) = 14
425953 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425953 write(8, "TID = \n425953\n", 14) = 14
425953 write(3, "INFO:werkzeug:TID = \n425953\n", 28) = 28
425953 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425953 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425953 write(8, "LOG_STOP_wsgi, TS=1715882236.868"..., 36) = 36
425953 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425953 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425953 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425954 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425953 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425954 write(8, "LOG_START_wsgi ,TS=1715882236.87"..., 38) = 38
425954 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425954 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425954 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425954 write(8, "PID = \n425149\n", 14) = 14
425954 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425954 write(8, "TID = \n425954\n", 14) = 14
425954 write(3, "INFO:werkzeug:TID = \n425954\n", 28) = 28
425954 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425954 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425954 write(8, "LOG_STOP_wsgi, TS=1715882236.870"..., 37) = 37
425954 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425954 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425954 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425954 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425960 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425960 write(8, "LOG_START_wsgi ,TS=1715882236.89"..., 38) = 38
425960 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425960 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425960 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425960 write(8, "PID = \n425149\n", 14) = 14
425960 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425960 write(8, "TID = \n425960\n", 14) = 14
425960 write(3, "INFO:werkzeug:TID = \n425960\n", 28) = 28
425960 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425960 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425960 write(8, "LOG_STOP_wsgi, TS=1715882236.895"..., 37) = 37
425960 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425960 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425960 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425960 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425963 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425963 write(8, "LOG_START_wsgi ,TS=1715882236.89"..., 38) = 38
425963 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425963 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425963 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425963 write(8, "PID = \n425149\n", 14) = 14
425963 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425963 write(8, "TID = \n425963\n", 14) = 14
425963 write(3, "INFO:werkzeug:TID = \n425963\n", 28) = 28
425963 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425963 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425963 write(8, "LOG_STOP_wsgi, TS=1715882236.898"..., 37) = 37
425963 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425963 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425963 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425963 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425966 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425966 write(8, "LOG_START_wsgi ,TS=1715882236.90"..., 38) = 38
425966 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425966 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425966 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425966 write(8, "PID = \n425149\n", 14) = 14
425966 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425966 write(8, "TID = \n425966\n", 14) = 14
425966 write(3, "INFO:werkzeug:TID = \n425966\n", 28) = 28
425966 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425966 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425966 write(8, "LOG_STOP_wsgi, TS=1715882236.906"..., 37) = 37
425966 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425966 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425966 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425966 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425968 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425968 write(8, "LOG_START_wsgi ,TS=1715882236.91"..., 38) = 38
425968 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425968 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425968 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425968 write(8, "PID = \n425149\n", 14) = 14
425968 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425968 write(8, "TID = \n425968\n", 14) = 14
425968 write(3, "INFO:werkzeug:TID = \n425968\n", 28) = 28
425968 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425968 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425968 write(8, "LOG_STOP_wsgi, TS=1715882236.911"..., 37) = 37
425968 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425968 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425968 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425968 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425969 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
425969 write(8, "LOG_START_wsgi ,TS=1715882236.91"..., 37) = 37
425969 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425969 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425969 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425969 write(8, "PID = \n425149\n", 14) = 14
425969 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425969 write(8, "TID = \n425969\n", 14) = 14
425969 write(3, "INFO:werkzeug:TID = \n425969\n", 28) = 28
425969 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425969 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425969 write(8, "LOG_STOP_wsgi, TS=1715882236.917"..., 36) = 36
