359588 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
359730 write(19, "\27\3\3\0F\266P\231\t\267\f\251\332\231woV\302\314\213]\210s\203J\240\354s.\261\332\217"..., 75) = 75
359732 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359731 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359731 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359732 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259 <unfinished ...>
359732 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359731 write(8, "LOG_STOP_wsgi, TS=1715874622.529"..., 36) = 36
359731 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
359732 write(8, "PID = \n358904\n", 14 <unfinished ...>
359732 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359732 write(8, "TID = \n359732\n", 14) = 14
359732 write(3, "INFO:werkzeug:TID = \n359732\n", 28) = 28
359732 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359732 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359732 write(8, "LOG_STOP_wsgi, TS=1715874622.532"..., 37) = 37
359731 write(22, "\26\3\1\1=\1\0\19\3\3\271\321\306\232\37s\25\236\366]I\23\342\2\241P&\16\355\252\312"..., 322 <unfinished ...>
359732 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359732 write(23, "\26\3\1\1=\1\0\19\3\3\244\231\352\237\35\346\202*\355\361\250\252\35\323\253\215\2663_\10\31"..., 322) = 322
359731 write(22, "\24\3\3\0\1\1\27\3\3\0\31g\376 \26i\344\341\323\0173\334\324D\17&y\306l\347\350\4"..., 110) = 110
359731 write(22, "\27\3\3\0\316\335\271\250\252vK\247']WNk\243\257\224\215\346tyw[b\23\210.\331\277"..., 211) = 211
359731 write(22, "\27\3\3\0)\361\217\0014^\313\320\206%y\221\267\231o\240n\246Z\267e\360Vp+\t\306;"..., 46) = 46
359731 write(22, "\27\3\3\0&L*S\301\vZp8\356\n\345\300\221V\265\362h\220\340\336n<\347P\335b\204"..., 43) = 43
359731 write(22, "\27\3\3\0(Uki \353\340\333\225\230\27\"\360\277L\270\203\25\340\211\3139o\224\231)z\6"..., 45) = 45
359731 write(22, "\27\3\3\0FA\304\335\2745\177s\"\366\5\3\354\277\347\307\226\366#\36\375\272\241;\205\23\2069"..., 75 <unfinished ...>
359732 write(23, "\24\3\3\0\1\1\27\3\3\0\31a\203\327\22vn\375j\267\214\207\1\211\0K\346\317\3347\375\234"..., 110) = 110
359732 write(23, "\27\3\3\0\316\361\32SB\371\271\203\216\374\240a\24Y`\347\313\360\277:\26y\246\244\253\370\342\346"..., 211) = 211
359732 write(23, "\27\3\3\0)\362\211\2438M\373\26\340T\325\335\302\266\253\4\215J\265D*A\242\\H\v\350\264"..., 46) = 46
359732 write(23, "\27\3\3\0&\272\6\314\277'\2I\351\254\370\234\347vB\212zj\33\217\210_\366Sd\231\350\23"..., 43) = 43
359732 write(23, "\27\3\3\0(\341\2759I+\3533C\266\34q\260x\326\31~mylN\342\5\361\344\226\254\300"..., 45) = 45
359732 write(23, "\27\3\3\0Fx\277\236\240\343\256r)\377*\304H\277\307I*{\f5\351d\275j\2`\232\17"..., 75) = 75
359714 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359714 write(11, "\27\3\3\0\26\23@\276S]\200\234\326\345\327\306\24%\267\366qh\306O\203cO", 27) = 27
359714 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359714 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359719 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359719 write(14, "\27\3\3\0\26^\354\25zS\"\353:\235\332_\371\260_\374\3\245\31\266\340u\271", 27) = 27
359719 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359719 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359720 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359720 write(15, "\27\3\3\0\26\346\254\17G\277\357\272\36\207\250\202\331r\23\220\372_q\374\372\216\27", 27) = 27
359720 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359720 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359735 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
359735 write(8, "LOG_START_wsgi ,TS=1715874623.37"..., 38) = 38
359735 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359735 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359735 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359735 write(8, "PID = \n358904\n", 14) = 14
359735 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359735 write(8, "TID = \n359735\n", 14) = 14
359735 write(3, "INFO:werkzeug:TID = \n359735\n", 28) = 28
359735 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359735 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359735 write(8, "LOG_STOP_wsgi, TS=1715874623.379"..., 37) = 37
359735 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359735 write(11, "\26\3\1\1=\1\0\19\3\3\354\202\10^\204\243\354\3739L\235.\35$&^^\31~\231\347"..., 322) = 322
359735 write(11, "\24\3\3\0\1\1\27\3\3\0\31\322\277v\n_%\200\363\320\n\221\237\31pJ\304\307Mm\326\305"..., 110) = 110
359735 write(11, "\27\3\3\0\316\f; \362-\275:d\360\260\276\265\332\275\255m\v\226AQ\312\7\272\340\270\325\373"..., 211) = 211
359735 write(11, "\27\3\3\0)\310\241\215n\n\21\225v\3053>q\3J\32^\342)K\323\1`\375\214\325\347\331"..., 46) = 46
359735 write(11, "\27\3\3\0&\373\213\316\315\362\5>\344?\352(\311!\251\361\1U\5F\242S1\331\321[uy"..., 43) = 43
359735 write(11, "\27\3\3\0(\316f\326\226\326\226\322\217&\345F\301\370uqi#\270\5\274;\376p\300\337\361G"..., 45) = 45
359735 write(11, "\27\3\3\0F\256\372\212Z\231\250!\337O\344\332\262\302E\264\375\340\356b\261\\\371%\265^\4\307"..., 75) = 75
359729 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359729 write(17, "\27\3\3\0\26\264\351\35\346MW48$\334\211\341\345W\362\31'F\311n\323\316", 27) = 27
359729 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359729 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359730 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359730 write(19, "\27\3\3\0\26\0d\\oUC|\242\201\200\37t\275\27'3\335x\\ \267\375", 27) = 27
359730 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359730 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359731 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359731 write(22, "\27\3\3\0\26\22\235\275\3169n\323bm\206\2422r\3A%|M\351\236|`", 27) = 27
359731 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359731 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359732 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
359732 write(23, "\27\3\3\0\26\315\244~\227\353j\374\226~\323__\334!M\261\207{\214R\36\230", 27) = 27
359732 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359732 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359740 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
359740 write(8, "LOG_START_wsgi ,TS=1715874623.44"..., 37) = 37
359740 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359740 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359740 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359740 write(8, "PID = \n358904\n", 14) = 14
359740 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359740 write(8, "TID = \n359740\n", 14) = 14
359741 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
359740 write(3, "INFO:werkzeug:TID = \n359740\n", 28 <unfinished ...>
359741 write(8, "LOG_START_wsgi ,TS=1715874623.44"..., 38) = 38
359741 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359740 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359740 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359741 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259 <unfinished ...>
359741 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359740 write(8, "LOG_STOP_wsgi, TS=1715874623.445"..., 36) = 36
359740 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
359741 write(8, "PID = \n358904\n", 14 <unfinished ...>
359741 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359741 write(8, "TID = \n359741\n", 14) = 14
359741 write(3, "INFO:werkzeug:TID = \n359741\n", 28) = 28
359740 write(14, "\26\3\1\1=\1\0\19\3\3u\202\230\340\337S\257\346\36[+c1\257\303/;q7/\216"..., 322 <unfinished ...>
359741 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359741 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359741 write(8, "LOG_STOP_wsgi, TS=1715874623.447"..., 37) = 37
359741 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359741 write(15, "\26\3\1\1=\1\0\19\3\3\202b\342\22\252\355\306(\3070\274\373cts\0\222\10\234\242\6"..., 322) = 322
359740 write(14, "\24\3\3\0\1\1\27\3\3\0\31\335\230D\312\256\1N:\367!VC\260\311v|\252tk\312\2"..., 110) = 110
359740 write(14, "\27\3\3\0\316\213\301\2771L\306\260\313~\241\370\275\340\n\225\325\16S\2459\360&\20\346\273\317P"..., 211) = 211
359740 write(14, "\27\3\3\0)\276\242\253Rz\10\230H\336\221\22\214\361\246\256_\301\236\366\252\343\240\301\324MJs"..., 46) = 46
359740 write(14, "\27\3\3\0&\35U\361\275l+\265d\265\340,\22n\323\2\213B\206tF~k!\322\3458X"..., 43) = 43
359740 write(14, "\27\3\3\0(\rc\222\271M\361\251i\261\355{\35\243#\331\275@\226;\215^%e\f{\360\177"..., 45) = 45
359740 write(14, "\27\3\3\0Fi9\332\346s'\234\204\242\366\314[\264\24h[\355\344\31\312$\250h\205\3\266w"..., 75) = 75
359741 write(15, "\24\3\3\0\1\1\27\3\3\0\31\7\201\206\317\362S\276\35i8;\21\330\253\t\321\1sc\226("..., 110) = 110
359741 write(15, "\27\3\3\0\316&2\206\372\342S\0173\37K\370t\241\262\317\207\316=X&\256@,}\362F\304"..., 211) = 211
359741 write(15, "\27\3\3\0)\2348\363p}\231u(9r:\270\202\16i\256G\t\221\6|7\317\342\360\22y"..., 46) = 46
359741 write(15, "\27\3\3\0&:-\20b=\v\233\33\377\361\222\r\221\371\3t\347\246?\376\6\372\307r'\224m"..., 43) = 43
359741 write(15, "\27\3\3\0(\242\211\36j\344\n\207\256\271\256\217\21t\254\311}\23\336\257\n\314\231\312\215\343r\336"..., 45) = 45
359741 write(15, "\27\3\3\0FY\302yp\36\245\334\367O\n~\312\362\262\222\2\363\21\17C\3040\r\352\213\341\265"..., 75) = 75
359735 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359735 write(11, "\27\3\3\0\26\322U\366\361\f\"\307\230\377\352\24\302\216Gi\4eS\5\vr~", 27) = 27
359735 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359735 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359740 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359740 write(14, "\27\3\3\0\26\241\372>\334jg\\u\351=\306\273\207\v\2\321\237\37\302v\323a", 27) = 27
359740 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359740 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359741 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
359741 write(15, "\27\3\3\0\26\254\250\342H`\276|\271.Y<\364\273Y\27\t\370\300c\336\253\211", 27) = 27
359741 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359741 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359790 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
359790 write(8, "LOG_START_wsgi ,TS=1715874624.41"..., 38) = 38
359790 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
359790 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359791 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
359790 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273 <unfinished ...>
359791 write(8, "LOG_START_wsgi ,TS=1715874624.41"..., 38) = 38
359791 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359790 write(8, "PID = \n358904\n", 14) = 14
359790 write(3, "INFO:werkzeug:PID = \n358904\n", 28 <unfinished ...>
359791 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259 <unfinished ...>
359791 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359790 write(8, "TID = \n359790\n", 14) = 14
359790 write(3, "INFO:werkzeug:TID = \n359790\n", 28 <unfinished ...>
359791 write(8, "PID = \n358904\n", 14 <unfinished ...>
359791 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359790 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359790 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359791 write(8, "TID = \n359791\n", 14 <unfinished ...>
359791 write(3, "INFO:werkzeug:TID = \n359791\n", 28) = 28
359790 write(8, "LOG_STOP_wsgi, TS=1715874624.413"..., 37) = 37
359790 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359791 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359791 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359791 write(8, "LOG_STOP_wsgi, TS=1715874624.415"..., 37) = 37
359791 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359790 write(12, "\26\3\1\1=\1\0\19\3\3\263\37\335\30I\322w\245\360\\n\32\320\2333\270\266\225G\222."..., 322) = 322
359791 write(13, "\26\3\1\1=\1\0\19\3\3\207\2\333K\34Nt\253\27\222,\230`\244\217\363c\345\307\245y"..., 322) = 322
359790 write(12, "\24\3\3\0\1\1\27\3\3\0\31\370k1)\213Xy\232R\242\314\37W\3\256K\262\26\242+\36"..., 110) = 110
359790 write(12, "\27\3\3\0\316\221\351\257\246\342;q\321\34\17\341xe~gv\357\375k\343\350\362+\334/\347\215"..., 211) = 211
359790 write(12, "\27\3\3\0)\312\236\322\2530e?\225\330\226\211\255ABy\376YF\321Q\367%\227\267jK\231"..., 46) = 46
359790 write(12, "\27\3\3\0&\30\243\3\24\236>\t\354u\231\205\235s\301\361\214g\r\373\351\23\231\02406\321d"..., 43 <unfinished ...>
359790 write(12, "\27\3\3\0(9\342E\310\32C\6\3\217\375\373\374<\363\215\271\254,\334\7\7\37\2\347\203,~"..., 45) = 45
359790 write(12, "\27\3\3\0FM\256\307\230\316\357\274\3138\276\323\17\17\32\2\340J0D\232@A\370\372E^\260"..., 75) = 75
359791 write(13, "\24\3\3\0\1\1\27\3\3\0\31>\343\r\364\301A\26F\271\363}\315T\24\356\373>{-e\243"..., 110) = 110
359791 write(13, "\27\3\3\0\316\313\24\fM\236\2v'\"\317\237: \331\223\25n:~\277>\322\5P\3214\367"..., 211) = 211
359791 write(13, "\27\3\3\0)A\t\230\304c\245\265\241\330\321\221Zh\346\177m\"a(K\376\177\35\374:\373P"..., 46) = 46
359791 write(13, "\27\3\3\0&1\256F\324K\260\2\20\353>\2130\223\334\305\31, &P\301\372\301\221\247\"L"..., 43) = 43
359791 write(13, "\27\3\3\0(\303\232\347\241\226\363D\16\234\360\334\v\213\363i\261#-\270\232\31#r\231\5\316\220"..., 45) = 45
359791 write(13, "\27\3\3\0F\217\254_\355Tq\330\250\21237\376\342\367b\4h\220\246\36xD>\240nX\31"..., 75) = 75
359794 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
359794 write(8, "LOG_START_wsgi ,TS=1715874624.43"..., 38) = 38
359794 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359794 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359794 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359794 write(8, "PID = \n358904\n", 14) = 14
359794 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359794 write(8, "TID = \n359794\n", 14) = 14
359794 write(3, "INFO:werkzeug:TID = \n359794\n", 28) = 28
359794 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359794 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359794 write(8, "LOG_STOP_wsgi, TS=1715874624.433"..., 37) = 37
359794 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359794 write(15, "\26\3\1\1=\1\0\19\3\3\206X9\223'\306~QN\241\376\260\3078Ce\17\261\233$\303"..., 322) = 322
359794 write(15, "\24\3\3\0\1\1\27\3\3\0\31\363\364\332k\207\245\350J(\211\300\270\273\345K\364\333\251\217j\377"..., 110) = 110
359794 write(15, "\27\3\3\0\316\370`F\234\272h|Tj\25\265\344Q\374\261\246\205\310\310D\16\322\34,^\214\271"..., 211) = 211
359794 write(15, "\27\3\3\0)ul\32/\244$%\213fb\36\265\237\366X\346\207\257\261\213\221c\366\211\220\354\322"..., 46) = 46
359794 write(15, "\27\3\3\0&\343C\365\340\30172\10\23\356\1\321\222g~\220fX\0234A\333^\302r\241s"..., 43) = 43
359794 write(15, "\27\3\3\0(\230\262\3306%\225npt\312\365\323\350D\3720\303\214^\352@L\16\0325W\350"..., 45) = 45
359794 write(15, "\27\3\3\0F\370\353\267KP\31\333\327\352\347\207\370\342\32\324\252r\365M\240K\216\252PX\30L"..., 75) = 75
359800 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
359800 write(8, "LOG_START_wsgi ,TS=1715874624.44"..., 38) = 38
359800 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359800 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359800 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359800 write(8, "PID = \n358904\n", 14) = 14
359800 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359800 write(8, "TID = \n359800\n", 14) = 14
359800 write(3, "INFO:werkzeug:TID = \n359800\n", 28) = 28
359800 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359800 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359800 write(8, "LOG_STOP_wsgi, TS=1715874624.448"..., 37) = 37
359800 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359800 write(18, "\26\3\1\1=\1\0\19\3\3m\231P#4\24OUG\30\306\212\222\262\351(j\20\21k\364"..., 322) = 322
359802 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
359802 write(8, "LOG_START_wsgi ,TS=1715874624.45"..., 38) = 38
359802 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359802 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359802 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359802 write(8, "PID = \n358904\n", 14) = 14
359802 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359802 write(8, "TID = \n359802\n", 14) = 14
359802 write(3, "INFO:werkzeug:TID = \n359802\n", 28) = 28
359802 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359802 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359802 write(8, "LOG_STOP_wsgi, TS=1715874624.451"..., 37) = 37
359802 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359800 write(18, "\24\3\3\0\1\1\27\3\3\0\31\261\367\311@:y\307\354\33\35397\222\263\273\264+\4\353\222_"..., 110) = 110
359800 write(18, "\27\3\3\0\316\247P\211\333\300\331\321\200\2340d1\233\3062\273#x\360o\234\333s\214N6\1"..., 211) = 211
359800 write(18, "\27\3\3\0)\343=\232\264#\254q\23\332\361\343%_\225\367?\316\256M<\237\314\251\350\306/\233"..., 46) = 46
359802 write(19, "\26\3\1\1=\1\0\19\3\3\331N\0057\357$\370\236\342\352\365\200\2553\25D\3\10\177\304{"..., 322) = 322
359800 write(18, "\27\3\3\0&y\314\305\22\363\250\2\247\263gK}\37Ze\31\352\250\262j}|\247\277z\226;"..., 43) = 43
359800 write(18, "\27\3\3\0(\36m6\6g\230\225->\355\334\336\2761\221\26P\4D\230\326\177\350\r\252\246)"..., 45) = 45
359800 write(18, "\27\3\3\0F\324\22S\253\326{\272\21\311D\224\230\312t\300\177\247\36\247\2038\267\223\350(cD"..., 75) = 75
359802 write(19, "\24\3\3\0\1\1\27\3\3\0\31\266xS\363\312\263\241P\0016\5G\350\\\355\221\370\366\334\213\r"..., 110) = 110
359802 write(19, "\27\3\3\0\316\260E\313\v\223)\36\3734\16T?~[\277b\27\355=\25\365\256\273\345rm\273"..., 211) = 211
359802 write(19, "\27\3\3\0)\226RZ\213\323\253\224\36\341\217\343\257\233K\37Ll\247.)\340\201\\-\210\\m"..., 46) = 46
359802 write(19, "\27\3\3\0&\374c\333\212\n1\\<\344\235\334\217\366?*\234\261\36fD[g\23V\262\262z"..., 43) = 43
359802 write(19, "\27\3\3\0(j\253\264\332C.&\317\5\301\32\252\0n\356[\216q\22~\310\241\216\327\7\376\365"..., 45) = 45
359802 write(19, "\27\3\3\0F\253\327\337F\345\27\252S\235\252\312\337\372-l?{6y\303-\32\237\r\2\313>"..., 75) = 75
359805 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
359805 write(8, "LOG_START_wsgi ,TS=1715874624.46"..., 38) = 38
359805 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359805 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359806 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
359805 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273 <unfinished ...>
359806 write(8, "LOG_START_wsgi ,TS=1715874624.46"..., 38) = 38
359806 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359805 write(8, "PID = \n358904\n", 14) = 14
359805 write(3, "INFO:werkzeug:PID = \n358904\n", 28 <unfinished ...>
359806 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259 <unfinished ...>
359806 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359805 write(8, "TID = \n359805\n", 14) = 14
359805 write(3, "INFO:werkzeug:TID = \n359805\n", 28 <unfinished ...>
359806 write(8, "PID = \n358904\n", 14 <unfinished ...>
359806 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359805 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359805 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359806 write(8, "TID = \n359806\n", 14 <unfinished ...>
359806 write(3, "INFO:werkzeug:TID = \n359806\n", 28) = 28
359805 write(8, "LOG_STOP_wsgi, TS=1715874624.460"..., 37) = 37
359805 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359806 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359806 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359806 write(8, "LOG_STOP_wsgi, TS=1715874624.462"..., 37) = 37
359806 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359805 write(22, "\26\3\1\1=\1\0\19\3\0036\302\376\224\216\242\355H\301\327\316c\363\264=\20`\210E+^"..., 322 <unfinished ...>
359806 write(23, "\26\3\1\1=\1\0\19\3\3\21\207\221\263%\34\205]\24\316\34\306\356z\345\323B\310\321?5"..., 322) = 322
359805 write(22, "\24\3\3\0\1\1\27\3\3\0\31B\241\376\262K\f\0313c\366\267\217\361p\223L(\363\36'u"..., 110) = 110
359805 write(22, "\27\3\3\0\316\37+K\10j\266\302\200\316\337\210\361)\265|\303\245f\30\351\353e\370XV\371\303"..., 211) = 211
359805 write(22, "\27\3\3\0)w2\3\21.\301\17\375)\333y\vfL\225\374;4\340\201h\227\3\10\177\352\217"..., 46) = 46
359805 write(22, "\27\3\3\0&=\231U\302U\260\351\314\215\345\221\316\314\206\302\234_\235?>\250\337>\322\37\233\343"..., 43) = 43
359805 write(22, "\27\3\3\0(\360j\35\3710Up\5\r\356\0c.\376iM\274\343\244\305j\267\340\214\203mG"..., 45) = 45
359805 write(22, "\27\3\3\0F$A<^lR\300=\362v+l~\375\362\5\221`B\354sE\343\2466~\220"..., 75) = 75
359806 write(23, "\24\3\3\0\1\1\27\3\3\0\31\306\7n\276\341[\35\332\2dD\212r\v\tl1\261\251y\245"..., 110) = 110
359806 write(23, "\27\3\3\0\316\31\373\254\260\23P!xcB,3\374:sSQ\365\207\f\30\2\34Q\240;k"..., 211) = 211
359806 write(23, "\27\3\3\0)S\364\314\332\210\316\375\2360\7\343a\317p\205\355\361Q\371=Q\240`-}`\371"..., 46) = 46
359806 write(23, "\27\3\3\0&\356\246\253\376\365\241\223\222\202Qvb\245V\21s\327<\244\333\360W\232\210\3\234\v"..., 43) = 43
359806 write(23, "\27\3\3\0(\305o;\0352Y\2016\4\242\205(Gs\251\251S\33\306\222\350\361*(~&U"..., 45) = 45
359806 write(23, "\27\3\3\0F\210:\"a\16\320\355\245\220\36\261M*\373\265^5{a\244\3\346\32E\16,\26"..., 75) = 75
359791 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359791 write(13, "\27\3\3\0\26\r}\244\362{t|<c\355\206\376;\23#\2`\0 Ht\317", 27) = 27
359791 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 72) = 72
359791 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
359837 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499) = 499
359837 write(8, "LOG_START_wsgi ,TS=1715874625.28"..., 37) = 37
359837 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359837 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
359837 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
359837 write(8, "PID = \n358904\n", 14) = 14
359837 write(3, "INFO:werkzeug:PID = \n358904\n", 28) = 28
359837 write(8, "TID = \n359837\n", 14) = 14
359837 write(3, "INFO:werkzeug:TID = \n359837\n", 28) = 28
359837 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359837 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359837 write(8, "LOG_STOP_wsgi, TS=1715874625.284"..., 36) = 36
