394496 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
394940 write(8, "REC_DATA_SIZE=11839\n", 20) = 20
394940 write(3, "INFO:werkzeug:REC_DATA_SIZE=1183"..., 34) = 34
394940 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394940 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394940 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394948 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394948 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394948 write(1, "*#* RES_REC\n", 12)    = 12
394948 write(8, "REC_DATA_SIZE=12858\n", 20) = 20
394948 write(3, "INFO:werkzeug:REC_DATA_SIZE=1285"..., 34) = 34
394948 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394948 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394948 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394951 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394951 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394951 write(1, "*#* RES_REC\n", 12)    = 12
394951 write(8, "REC_DATA_SIZE=11920\n", 20) = 20
394951 write(3, "INFO:werkzeug:REC_DATA_SIZE=1192"..., 34) = 34
394951 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394951 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394951 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394950 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394950 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394950 write(1, "*#* RES_REC\n", 12)    = 12
394950 write(8, "REC_DATA_SIZE=11898\n", 20) = 20
394950 write(3, "INFO:werkzeug:REC_DATA_SIZE=1189"..., 34) = 34
394950 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394950 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394950 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394955 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394955 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394955 write(1, "*#* RES_REC\n", 12)    = 12
394955 write(8, "REC_DATA_SIZE=12697\n", 20) = 20
394955 write(3, "INFO:werkzeug:REC_DATA_SIZE=1269"..., 34) = 34
394955 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394955 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394955 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394959 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394959 write(8, "LOG_START_wsgi ,TS=1715880523.89"..., 38) = 38
394959 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394959 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394959 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394959 write(8, "PID = \n394037\n", 14) = 14
394959 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394959 write(8, "TID = \n394959\n", 14) = 14
394959 write(3, "INFO:werkzeug:TID = \n394959\n", 28) = 28
394959 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394959 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394959 write(8, "LOG_STOP_wsgi, TS=1715880523.893"..., 37) = 37
394959 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394959 write(1, "#*# REQ_SEND\n", 13)   = 13
394959 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394959 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394965 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394965 write(8, "LOG_START_wsgi ,TS=1715880524.07"..., 38) = 38
394965 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394965 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394965 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394965 write(8, "PID = \n394037\n", 14) = 14
394965 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394965 write(8, "TID = \n394965\n", 14) = 14
394965 write(3, "INFO:werkzeug:TID = \n394965\n", 28) = 28
394965 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394965 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394965 write(8, "LOG_STOP_wsgi, TS=1715880524.077"..., 37) = 37
394965 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394965 write(1, "#*# REQ_SEND\n", 13)   = 13
394965 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394965 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394967 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394967 write(8, "LOG_START_wsgi ,TS=1715880524.08"..., 38 <unfinished ...>
394967 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394967 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
394967 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394968 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394967 write(8, "PID = \n394037\n", 14) = 14
394967 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394968 write(8, "LOG_START_wsgi ,TS=1715880524.08"..., 38) = 38
394968 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394969 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394967 write(8, "TID = \n394967\n", 14) = 14
394967 write(3, "INFO:werkzeug:TID = \n394967\n", 28) = 28
394968 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394968 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
394969 write(8, "LOG_START_wsgi ,TS=1715880524.08"..., 38 <unfinished ...>
394969 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394967 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394967 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394968 write(8, "PID = \n394037\n", 14) = 14
394968 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394967 write(8, "LOG_STOP_wsgi, TS=1715880524.082"..., 37) = 37
394967 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
394968 write(8, "TID = \n394968\n", 14 <unfinished ...>
394967 write(1, "#*# REQ_SEND\n", 13)   = 13
394968 write(3, "INFO:werkzeug:TID = \n394968\n", 28) = 28
394967 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394969 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394969 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394968 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394967 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394969 write(8, "PID = \n394037\n", 14) = 14
394968 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394968 write(8, "LOG_STOP_wsgi, TS=1715880524.083"..., 37) = 37
394969 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394969 write(8, "TID = \n394969\n", 14) = 14
394968 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394968 write(1, "#*# REQ_SEND\n", 13)   = 13
394969 write(3, "INFO:werkzeug:TID = \n394969\n", 28) = 28
394968 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394969 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394969 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394969 write(8, "LOG_STOP_wsgi, TS=1715880524.085"..., 37) = 37
394969 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394969 write(1, "#*# REQ_SEND\n", 13)   = 13
394968 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394969 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394969 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
394974 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394974 write(8, "LOG_START_wsgi ,TS=1715880524.12"..., 38) = 38
394974 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394974 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394974 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394974 write(8, "PID = \n394037\n", 14) = 14
394974 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394974 write(8, "TID = \n394974\n", 14) = 14
394974 write(3, "INFO:werkzeug:TID = \n394974\n", 28) = 28
394974 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394974 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394974 write(8, "LOG_STOP_wsgi, TS=1715880524.121"..., 37) = 37
394974 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394974 write(1, "#*# REQ_SEND\n", 13)   = 13
394974 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394974 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394979 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394979 write(8, "LOG_START_wsgi ,TS=1715880524.27"..., 38) = 38
394979 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394979 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394979 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394979 write(8, "PID = \n394037\n", 14) = 14
394979 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394979 write(8, "TID = \n394979\n", 14) = 14
394979 write(3, "INFO:werkzeug:TID = \n394979\n", 28) = 28
394979 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394979 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394979 write(8, "LOG_STOP_wsgi, TS=1715880524.271"..., 37) = 37
394979 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394979 write(1, "#*# REQ_SEND\n", 13)   = 13
394979 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394979 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394980 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394980 write(8, "LOG_START_wsgi ,TS=1715880524.27"..., 38) = 38
394980 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394981 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394980 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394980 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
394981 write(8, "LOG_START_wsgi ,TS=1715880524.27"..., 38 <unfinished ...>
394981 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394980 write(8, "PID = \n394037\n", 14) = 14
394980 write(3, "INFO:werkzeug:PID = \n394037\n", 28 <unfinished ...>
394981 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
394981 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394980 write(8, "TID = \n394980\n", 14) = 14
394980 write(3, "INFO:werkzeug:TID = \n394980\n", 28 <unfinished ...>
394981 write(8, "PID = \n394037\n", 14 <unfinished ...>
394981 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394980 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394980 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
394981 write(8, "TID = \n394981\n", 14 <unfinished ...>
394981 write(3, "INFO:werkzeug:TID = \n394981\n", 28) = 28
394980 write(8, "LOG_STOP_wsgi, TS=1715880524.275"..., 37) = 37
394980 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
394981 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
394980 write(1, "#*# REQ_SEND\n", 13)   = 13
394981 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394980 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394981 write(8, "LOG_STOP_wsgi, TS=1715880524.277"..., 37) = 37
394981 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394981 write(1, "#*# REQ_SEND\n", 13)   = 13
394980 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394981 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394981 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
394986 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
394986 write(8, "LOG_START_wsgi ,TS=1715880524.31"..., 38) = 38
394986 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
394986 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
394986 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
394986 write(8, "PID = \n394037\n", 14) = 14
394986 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
394986 write(8, "TID = \n394986\n", 14) = 14
394986 write(3, "INFO:werkzeug:TID = \n394986\n", 28) = 28
394986 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
394986 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
394986 write(8, "LOG_STOP_wsgi, TS=1715880524.318"..., 37) = 37
394986 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
394986 write(1, "#*# REQ_SEND\n", 13)   = 13
394986 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
394986 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
394959 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394959 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394959 write(1, "*#* RES_REC\n", 12)    = 12
394959 write(8, "REC_DATA_SIZE=12422\n", 20) = 20
394959 write(3, "INFO:werkzeug:REC_DATA_SIZE=1242"..., 34) = 34
394959 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394959 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394959 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394965 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394965 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394967 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394965 write(1, "*#* RES_REC\n", 12)    = 12
394965 write(8, "REC_DATA_SIZE=12084\n", 20) = 20
394965 write(3, "INFO:werkzeug:REC_DATA_SIZE=1208"..., 34) = 34
394967 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394965 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394967 write(1, "*#* RES_REC\n", 12)    = 12
394965 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394965 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394967 write(8, "REC_DATA_SIZE=12087\n", 20) = 20
394967 write(3, "INFO:werkzeug:REC_DATA_SIZE=1208"..., 34 <unfinished ...>
394967 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394967 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394967 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394969 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394969 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394969 write(1, "*#* RES_REC\n", 12)    = 12
394969 write(8, "REC_DATA_SIZE=12676\n", 20) = 20
394969 write(3, "INFO:werkzeug:REC_DATA_SIZE=1267"..., 34) = 34
394969 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394969 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394969 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394974 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394974 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394974 write(1, "*#* RES_REC\n", 12)    = 12
394974 write(8, "REC_DATA_SIZE=11756\n", 20) = 20
394974 write(3, "INFO:werkzeug:REC_DATA_SIZE=1175"..., 34) = 34
394974 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394974 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394974 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394968 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394968 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394968 write(1, "*#* RES_REC\n", 12)    = 12
394968 write(8, "REC_DATA_SIZE=12156\n", 20) = 20
394968 write(3, "INFO:werkzeug:REC_DATA_SIZE=1215"..., 34) = 34
394968 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394968 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394968 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394980 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394980 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394980 write(1, "*#* RES_REC\n", 12)    = 12
394980 write(8, "REC_DATA_SIZE=11527\n", 20) = 20
394980 write(3, "INFO:werkzeug:REC_DATA_SIZE=1152"..., 34) = 34
394980 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394980 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394980 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394981 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394981 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394981 write(1, "*#* RES_REC\n", 12)    = 12
394981 write(8, "REC_DATA_SIZE=12365\n", 20) = 20
394981 write(3, "INFO:werkzeug:REC_DATA_SIZE=1236"..., 34) = 34
394981 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394981 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394981 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394979 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394979 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394979 write(1, "*#* RES_REC\n", 12)    = 12
394979 write(8, "REC_DATA_SIZE=12448\n", 20) = 20
394979 write(3, "INFO:werkzeug:REC_DATA_SIZE=1244"..., 34) = 34
394979 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
394979 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394979 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
394986 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
394986 write(2, "{\"message\": \"Response <Response "..., 216) = 216
394986 write(1, "*#* RES_REC\n", 12)    = 12
394986 write(8, "REC_DATA_SIZE=12227\n", 20) = 20
394986 write(3, "INFO:werkzeug:REC_DATA_SIZE=1222"..., 34) = 34
394986 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
394986 write(8, "10.5.30.76 - - [16/May/2024 22:5"..., 75) = 75
394986 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
395062 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395062 write(8, "LOG_START_wsgi ,TS=1715880525.86"..., 38) = 38
395062 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395062 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395062 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395062 write(8, "PID = \n394037\n", 14) = 14
395062 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395062 write(8, "TID = \n395062\n", 14) = 14
395062 write(3, "INFO:werkzeug:TID = \n395062\n", 28) = 28
395062 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395062 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395062 write(8, "LOG_STOP_wsgi, TS=1715880525.864"..., 37) = 37
395062 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395062 write(1, "#*# REQ_SEND\n", 13)   = 13
395062 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395062 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395067 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395067 write(8, "LOG_START_wsgi ,TS=1715880526.01"..., 38) = 38
395067 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395067 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395067 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395067 write(8, "PID = \n394037\n", 14) = 14
395067 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395067 write(8, "TID = \n395067\n", 14) = 14
395067 write(3, "INFO:werkzeug:TID = \n395067\n", 28) = 28
395067 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395067 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395067 write(8, "LOG_STOP_wsgi, TS=1715880526.012"..., 37) = 37
395067 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395067 write(1, "#*# REQ_SEND\n", 13)   = 13
395067 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395067 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395069 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
395069 write(8, "LOG_START_wsgi ,TS=1715880526.01"..., 38) = 38
395069 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395069 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395069 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395070 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395069 write(8, "PID = \n394037\n", 14) = 14
395069 write(3, "INFO:werkzeug:PID = \n394037\n", 28 <unfinished ...>
395070 write(8, "LOG_START_wsgi ,TS=1715880526.01"..., 38 <unfinished ...>
395070 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395069 write(8, "TID = \n395069\n", 14) = 14
395069 write(3, "INFO:werkzeug:TID = \n395069\n", 28 <unfinished ...>
395070 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
395070 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395069 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395069 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395070 write(8, "PID = \n394037\n", 14 <unfinished ...>
395070 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395069 write(8, "LOG_STOP_wsgi, TS=1715880526.015"..., 37) = 37
395069 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
395070 write(8, "TID = \n395070\n", 14 <unfinished ...>
395069 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395070 write(3, "INFO:werkzeug:TID = \n395070\n", 28 <unfinished ...>
395069 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395070 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395070 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395070 write(8, "LOG_STOP_wsgi, TS=1715880526.016"..., 37) = 37
395069 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395070 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395070 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395070 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395070 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395074 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
395074 write(8, "LOG_START_wsgi ,TS=1715880526.03"..., 37) = 37
395074 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
395074 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395074 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395074 write(8, "PID = \n394037\n", 14) = 14
395074 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395074 write(8, "TID = \n395074\n", 14) = 14
395074 write(3, "INFO:werkzeug:TID = \n395074\n", 28) = 28
395074 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395074 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395074 write(8, "LOG_STOP_wsgi, TS=1715880526.036"..., 36) = 36
395074 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395074 write(1, "#*# REQ_SEND\n", 13)   = 13
395074 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395074 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395077 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 459) = 459
395077 write(8, "LOG_START_wsgi ,TS=1715880526.17"..., 36) = 36
395077 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 50) = 50
395077 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395077 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395077 write(8, "PID = \n394037\n", 14) = 14
395077 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395077 write(8, "TID = \n395077\n", 14) = 14
395077 write(3, "INFO:werkzeug:TID = \n395077\n", 28) = 28
395077 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395077 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395077 write(8, "LOG_STOP_wsgi, TS=1715880526.173"..., 35) = 35
395077 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 49) = 49
395077 write(1, "#*# REQ_SEND\n", 13)   = 13
395077 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
395077 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395081 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
395081 write(8, "LOG_START_wsgi ,TS=1715880526.23"..., 38) = 38
395081 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395081 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
395081 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
395081 write(8, "PID = \n394037\n", 14) = 14
395081 write(3, "INFO:werkzeug:PID = \n394037\n", 28) = 28
395081 write(8, "TID = \n395081\n", 14) = 14
395081 write(3, "INFO:werkzeug:TID = \n395081\n", 28) = 28
395081 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395081 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395081 write(8, "LOG_STOP_wsgi, TS=1715880526.232"..., 37) = 37
395081 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395081 write(1, "#*# REQ_SEND\n", 13)   = 13
395081 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
