394486 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395097 write(3, "INFO:werkzeug:REC_DATA_SIZE=1239"..., 34) = 34
395097 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395097 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395097 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395098 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395098 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395098 write(1, "*#* RES_REC\n", 12)    = 12
395098 write(8, "REC_DATA_SIZE=13395\n", 20) = 20
395098 write(3, "INFO:werkzeug:REC_DATA_SIZE=1339"..., 34) = 34
395098 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395098 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395098 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395107 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395107 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395107 write(1, "*#* RES_REC\n", 12)    = 12
395107 write(8, "REC_DATA_SIZE=12383\n", 20) = 20
395107 write(3, "INFO:werkzeug:REC_DATA_SIZE=1238"..., 34) = 34
395107 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395107 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395107 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395109 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395109 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395109 write(1, "*#* RES_REC\n", 12)    = 12
395109 write(8, "REC_DATA_SIZE=11396\n", 20) = 20
395109 write(3, "INFO:werkzeug:REC_DATA_SIZE=1139"..., 34) = 34
395109 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395109 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395109 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395108 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395108 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395108 write(1, "*#* RES_REC\n", 12)    = 12
395108 write(8, "REC_DATA_SIZE=11852\n", 20) = 20
395108 write(3, "INFO:werkzeug:REC_DATA_SIZE=1185"..., 34) = 34
395108 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395108 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395108 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395119 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395119 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395119 write(1, "*#* RES_REC\n", 12)    = 12
395119 write(8, "REC_DATA_SIZE=11831\n", 20) = 20
395119 write(3, "INFO:werkzeug:REC_DATA_SIZE=1183"..., 34) = 34
395119 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395119 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395119 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395116 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395116 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395116 write(1, "*#* RES_REC\n", 12)    = 12
395116 write(8, "REC_DATA_SIZE=13330\n", 20) = 20
395116 write(3, "INFO:werkzeug:REC_DATA_SIZE=1333"..., 34) = 34
395116 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395116 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395116 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395167 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
395167 write(8, "LOG_START_wsgi ,TS=1715880529.85"..., 37) = 37
395167 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
395167 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395167 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395167 write(8, "PID = \n394017\n", 14) = 14
395167 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395167 write(8, "TID = \n395167\n", 14) = 14
395167 write(3, "INFO:werkzeug:TID = \n395167\n", 28) = 28
395167 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395167 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395167 write(8, "LOG_STOP_wsgi, TS=1715880529.853"..., 36) = 36
395167 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395167 write(1, "#*# REQ_SEND\n", 13)   = 13
395167 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395167 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395171 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395171 write(8, "LOG_START_wsgi ,TS=1715880529.99"..., 38) = 38
395170 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 363 <unfinished ...>
395171 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
395170 write(8, "LOG_START_wsgi ,TS=1715880529.99"..., 36) = 36
395172 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
395170 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 50) = 50
395171 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395173 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395171 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395172 write(8, "LOG_START_wsgi ,TS=1715880529.99"..., 37) = 37
395172 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
395170 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395170 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
395173 write(8, "LOG_START_wsgi ,TS=1715880529.99"..., 38 <unfinished ...>
395173 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395171 write(8, "PID = \n394017\n", 14) = 14
395171 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395172 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395172 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
395170 write(8, "PID = \n394017\n", 14 <unfinished ...>
395170 write(3, "INFO:werkzeug:PID = \n394017\n", 28 <unfinished ...>
395173 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
395173 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395171 write(8, "TID = \n395171\n", 14) = 14
395171 write(3, "INFO:werkzeug:TID = \n395171\n", 28) = 28
395172 write(8, "PID = \n394017\n", 14) = 14
395172 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395170 write(8, "TID = \n395170\n", 14) = 14
395170 write(3, "INFO:werkzeug:TID = \n395170\n", 28 <unfinished ...>
395173 write(8, "PID = \n394017\n", 14 <unfinished ...>
395173 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395171 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395171 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395172 write(8, "TID = \n395172\n", 14 <unfinished ...>
395172 write(3, "INFO:werkzeug:TID = \n395172\n", 28 <unfinished ...>
395170 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395170 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395173 write(8, "TID = \n395173\n", 14 <unfinished ...>
395173 write(3, "INFO:werkzeug:TID = \n395173\n", 28) = 28
395171 write(8, "LOG_STOP_wsgi, TS=1715880529.994"..., 37) = 37
395171 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395172 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395171 write(1, "#*# REQ_SEND\n", 13)   = 13
395172 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395170 write(8, "LOG_STOP_wsgi, TS=1715880529.995"..., 35) = 35
395171 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395170 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 49) = 49
395173 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395170 write(1, "#*# REQ_SEND\n", 13)   = 13
395173 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395170 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395172 write(8, "LOG_STOP_wsgi, TS=1715880529.995"..., 36) = 36
395171 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395173 write(8, "LOG_STOP_wsgi, TS=1715880529.996"..., 37) = 37
395173 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395173 write(1, "#*# REQ_SEND\n", 13)   = 13
395172 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395173 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395172 write(1, "#*# REQ_SEND\n", 13)   = 13
395170 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395172 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395173 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395172 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395182 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395182 write(8, "LOG_START_wsgi ,TS=1715880530.19"..., 38) = 38
395182 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395182 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395183 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
395182 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
395183 write(8, "LOG_START_wsgi ,TS=1715880530.20"..., 38) = 38
395183 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395182 write(8, "PID = \n394017\n", 14) = 14
395182 write(3, "INFO:werkzeug:PID = \n394017\n", 28 <unfinished ...>
395183 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
395183 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395182 write(8, "TID = \n395182\n", 14) = 14
395182 write(3, "INFO:werkzeug:TID = \n395182\n", 28 <unfinished ...>
395183 write(8, "PID = \n394017\n", 14 <unfinished ...>
395183 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395182 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395182 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395183 write(8, "TID = \n395183\n", 14 <unfinished ...>
395183 write(3, "INFO:werkzeug:TID = \n395183\n", 28) = 28
395182 write(8, "LOG_STOP_wsgi, TS=1715880530.199"..., 37) = 37
395182 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
395183 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395182 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395183 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
395182 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395183 write(8, "LOG_STOP_wsgi, TS=1715880530.200"..., 37) = 37
395183 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395183 write(1, "#*# REQ_SEND\n", 13)   = 13
395182 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395183 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395183 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
395188 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
395188 write(8, "LOG_START_wsgi ,TS=1715880530.40"..., 37) = 37
395188 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
395188 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395188 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395188 write(8, "PID = \n394017\n", 14) = 14
395188 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395188 write(8, "TID = \n395188\n", 14) = 14
395188 write(3, "INFO:werkzeug:TID = \n395188\n", 28) = 28
395188 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395188 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395188 write(8, "LOG_STOP_wsgi, TS=1715880530.405"..., 36) = 36
395188 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395189 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
395188 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395189 write(8, "LOG_START_wsgi ,TS=1715880530.40"..., 37) = 37
395188 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395189 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
395189 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395190 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395189 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395190 write(8, "LOG_START_wsgi ,TS=1715880530.41"..., 38) = 38
395188 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395189 write(8, "PID = \n394017\n", 14) = 14
395190 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395190 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395189 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395190 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395189 write(8, "TID = \n395189\n", 14) = 14
395189 write(3, "INFO:werkzeug:TID = \n395189\n", 28) = 28
395190 write(8, "PID = \n394017\n", 14) = 14
395190 write(3, "INFO:werkzeug:PID = \n394017\n", 28 <unfinished ...>
395189 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395189 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395190 write(8, "TID = \n395190\n", 14) = 14
395190 write(3, "INFO:werkzeug:TID = \n395190\n", 28 <unfinished ...>
395189 write(8, "LOG_STOP_wsgi, TS=1715880530.408"..., 36 <unfinished ...>
395189 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
395190 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
395189 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395190 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395189 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395190 write(8, "LOG_STOP_wsgi, TS=1715880530.410"..., 37) = 37
395190 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395190 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
395189 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
395190 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395190 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395167 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395167 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395167 write(1, "*#* RES_REC\n", 12)    = 12
395167 write(8, "REC_DATA_SIZE=13305\n", 20) = 20
395167 write(3, "INFO:werkzeug:REC_DATA_SIZE=1330"..., 34) = 34
395167 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395167 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395167 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395171 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395171 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395171 write(1, "*#* RES_REC\n", 12)    = 12
395171 write(8, "REC_DATA_SIZE=12557\n", 20) = 20
395171 write(3, "INFO:werkzeug:REC_DATA_SIZE=1255"..., 34) = 34
395171 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395171 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395171 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395170 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395170 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395170 write(1, "*#* RES_REC\n", 12)    = 12
395170 write(8, "REC_DATA_SIZE=11897\n", 20) = 20
395170 write(3, "INFO:werkzeug:REC_DATA_SIZE=1189"..., 34) = 34
395170 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395170 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395170 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395172 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395172 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395172 write(1, "*#* RES_REC\n", 12)    = 12
395172 write(8, "REC_DATA_SIZE=12177\n", 20) = 20
395172 write(3, "INFO:werkzeug:REC_DATA_SIZE=1217"..., 34) = 34
395172 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395172 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395172 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395173 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395173 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395173 write(1, "*#* RES_REC\n", 12)    = 12
395173 write(8, "REC_DATA_SIZE=12196\n", 20) = 20
395173 write(3, "INFO:werkzeug:REC_DATA_SIZE=1219"..., 34) = 34
395173 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395173 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395173 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395182 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395182 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395182 write(1, "*#* RES_REC\n", 12)    = 12
395182 write(8, "REC_DATA_SIZE=12417\n", 20) = 20
395182 write(3, "INFO:werkzeug:REC_DATA_SIZE=1241"..., 34) = 34
395182 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395182 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395182 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395183 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395183 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395183 write(1, "*#* RES_REC\n", 12)    = 12
395183 write(8, "REC_DATA_SIZE=12502\n", 20) = 20
395183 write(3, "INFO:werkzeug:REC_DATA_SIZE=1250"..., 34) = 34
395183 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395183 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395183 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395189 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395189 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395189 write(1, "*#* RES_REC\n", 12)    = 12
395189 write(8, "REC_DATA_SIZE=11980\n", 20) = 20
395189 write(3, "INFO:werkzeug:REC_DATA_SIZE=1198"..., 34) = 34
395189 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395189 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395189 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395190 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395190 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395190 write(1, "*#* RES_REC\n", 12)    = 12
395190 write(8, "REC_DATA_SIZE=12760\n", 20) = 20
395190 write(3, "INFO:werkzeug:REC_DATA_SIZE=1276"..., 34) = 34
395190 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
395190 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395190 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395188 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
395188 write(2, "{\"message\": \"Response <Response "..., 202) = 202
395188 write(1, "*#* RES_REC\n", 12)    = 12
395188 write(8, "REC_DATA_SIZE=11627\n", 20) = 20
395188 write(3, "INFO:werkzeug:REC_DATA_SIZE=1162"..., 34) = 34
395188 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
395188 write(8, "10.145.11.89 - - [16/May/2024 22"..., 69) = 69
395188 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
395226 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395226 write(8, "LOG_START_wsgi ,TS=1715880531.84"..., 38) = 38
395226 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395226 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395226 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395226 write(8, "PID = \n394017\n", 14) = 14
395226 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395226 write(8, "TID = \n395226\n", 14) = 14
395226 write(3, "INFO:werkzeug:TID = \n395226\n", 28) = 28
395226 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395226 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395226 write(8, "LOG_STOP_wsgi, TS=1715880531.840"..., 37) = 37
395226 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395226 write(1, "#*# REQ_SEND\n", 13)   = 13
395226 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395226 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395229 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395229 write(8, "LOG_START_wsgi ,TS=1715880531.91"..., 38) = 38
395229 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395229 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395229 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395229 write(8, "PID = \n394017\n", 14) = 14
395229 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395229 write(8, "TID = \n395229\n", 14) = 14
395229 write(3, "INFO:werkzeug:TID = \n395229\n", 28) = 28
395229 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395229 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395229 write(8, "LOG_STOP_wsgi, TS=1715880531.912"..., 37) = 37
395229 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395229 write(1, "#*# REQ_SEND\n", 13)   = 13
395229 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395229 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395231 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395231 write(8, "LOG_START_wsgi ,TS=1715880531.91"..., 38) = 38
395231 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395231 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395231 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395231 write(8, "PID = \n394017\n", 14) = 14
395231 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395231 write(8, "TID = \n395231\n", 14) = 14
395231 write(3, "INFO:werkzeug:TID = \n395231\n", 28) = 28
395231 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395231 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395231 write(8, "LOG_STOP_wsgi, TS=1715880531.917"..., 37) = 37
395231 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395231 write(1, "#*# REQ_SEND\n", 13)   = 13
395231 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395231 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395235 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395235 write(8, "LOG_START_wsgi ,TS=1715880531.92"..., 38) = 38
395235 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395235 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395235 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395235 write(8, "PID = \n394017\n", 14) = 14
395235 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395235 write(8, "TID = \n395235\n", 14) = 14
395235 write(3, "INFO:werkzeug:TID = \n395235\n", 28) = 28
395235 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395235 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395235 write(8, "LOG_STOP_wsgi, TS=1715880531.924"..., 37) = 37
395235 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395235 write(1, "#*# REQ_SEND\n", 13)   = 13
395235 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395235 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395238 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395238 write(8, "LOG_START_wsgi ,TS=1715880531.93"..., 38) = 38
395238 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395238 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395238 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395238 write(8, "PID = \n394017\n", 14) = 14
395238 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395238 write(8, "TID = \n395238\n", 14) = 14
395238 write(3, "INFO:werkzeug:TID = \n395238\n", 28) = 28
395238 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395238 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395238 write(8, "LOG_STOP_wsgi, TS=1715880531.935"..., 37) = 37
395238 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395238 write(1, "#*# REQ_SEND\n", 13)   = 13
395238 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
395238 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
395241 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
395241 write(8, "LOG_START_wsgi ,TS=1715880532.09"..., 38) = 38
395241 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
395241 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
395241 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
395241 write(8, "PID = \n394017\n", 14) = 14
395241 write(3, "INFO:werkzeug:PID = \n394017\n", 28) = 28
395241 write(8, "TID = \n395241\n", 14) = 14
395241 write(3, "INFO:werkzeug:TID = \n395241\n", 28) = 28
395241 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
395241 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
395241 write(8, "LOG_STOP_wsgi, TS=1715880532.092"..., 37) = 37
395241 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
395241 write(1, "#*# REQ_SEND\n", 13)   = 13
395241 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
