359581 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359853 write(8, "LOG_STOP_wsgi, TS=1715874627.242"..., 37) = 37
359853 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359853 write(1, "#*# REQ_SEND\n", 13)   = 13
359853 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359853 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359856 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359856 write(8, "LOG_START_wsgi ,TS=1715874627.24"..., 38) = 38
359856 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359856 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359856 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359856 write(8, "PID = \n358884\n", 14) = 14
359856 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359856 write(8, "TID = \n359856\n", 14) = 14
359856 write(3, "INFO:werkzeug:TID = \n359856\n", 28) = 28
359856 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359856 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359856 write(8, "LOG_STOP_wsgi, TS=1715874627.246"..., 37) = 37
359856 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359856 write(1, "#*# REQ_SEND\n", 13)   = 13
359856 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359856 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359857 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
359857 write(8, "LOG_START_wsgi ,TS=1715874627.24"..., 37) = 37
359857 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359857 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359859 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359857 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359859 write(8, "LOG_START_wsgi ,TS=1715874627.25"..., 38) = 38
359859 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359857 write(8, "PID = \n358884\n", 14) = 14
359860 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
359857 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359859 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359859 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359860 write(8, "LOG_START_wsgi ,TS=1715874627.25"..., 37 <unfinished ...>
359860 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359861 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359857 write(8, "TID = \n359857\n", 14) = 14
359857 write(3, "INFO:werkzeug:TID = \n359857\n", 28) = 28
359859 write(8, "PID = \n358884\n", 14) = 14
359859 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359860 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359860 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
359861 write(8, "LOG_START_wsgi ,TS=1715874627.25"..., 38 <unfinished ...>
359861 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359857 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359857 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359859 write(8, "TID = \n359859\n", 14 <unfinished ...>
359859 write(3, "INFO:werkzeug:TID = \n359859\n", 28) = 28
359860 write(8, "PID = \n358884\n", 14) = 14
359860 write(3, "INFO:werkzeug:PID = \n358884\n", 28 <unfinished ...>
359861 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
359861 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359857 write(8, "LOG_STOP_wsgi, TS=1715874627.249"..., 36) = 36
359857 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
359859 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359857 write(1, "#*# REQ_SEND\n", 13)   = 13
359859 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359857 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359860 write(8, "TID = \n359860\n", 14) = 14
359860 write(3, "INFO:werkzeug:TID = \n359860\n", 28) = 28
359861 write(8, "PID = \n358884\n", 14) = 14
359861 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359859 write(8, "LOG_STOP_wsgi, TS=1715874627.251"..., 37) = 37
359857 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359860 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359859 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359861 write(8, "TID = \n359861\n", 14) = 14
359859 write(1, "#*# REQ_SEND\n", 13)   = 13
359860 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359859 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359860 write(8, "LOG_STOP_wsgi, TS=1715874627.252"..., 36) = 36
359861 write(3, "INFO:werkzeug:TID = \n359861\n", 28) = 28
359861 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359860 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
359860 write(1, "#*# REQ_SEND\n", 13)   = 13
359861 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359860 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359861 write(8, "LOG_STOP_wsgi, TS=1715874627.254"..., 37) = 37
359859 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359861 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359861 write(1, "#*# REQ_SEND\n", 13)   = 13
359860 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359861 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359861 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359856 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359853 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359856 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359852 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359856 write(1, "*#* RES_REC\n", 12)    = 12
359853 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359856 write(8, "REC_DATA_SIZE=12181\n", 20) = 20
359853 write(1, "*#* RES_REC\n", 12)    = 12
359852 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359856 write(3, "INFO:werkzeug:REC_DATA_SIZE=1218"..., 34) = 34
359853 write(8, "REC_DATA_SIZE=12125\n", 20) = 20
359852 write(1, "*#* RES_REC\n", 12)    = 12
359853 write(3, "INFO:werkzeug:REC_DATA_SIZE=1212"..., 34) = 34
359852 write(8, "REC_DATA_SIZE=12652\n", 20) = 20
359856 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
359856 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359852 write(3, "INFO:werkzeug:REC_DATA_SIZE=1265"..., 34) = 34
359853 write(3, "INFO:jaeger_tracing:Reporting sp"..., 110) = 110
359853 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359856 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359852 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359852 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359853 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359852 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359857 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359857 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359857 write(1, "*#* RES_REC\n", 12)    = 12
359857 write(8, "REC_DATA_SIZE=11390\n", 20) = 20
359857 write(3, "INFO:werkzeug:REC_DATA_SIZE=1139"..., 34) = 34
359857 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359857 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359857 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359861 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359861 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359861 write(1, "*#* RES_REC\n", 12)    = 12
359861 write(8, "REC_DATA_SIZE=11731\n", 20) = 20
359861 write(3, "INFO:werkzeug:REC_DATA_SIZE=1173"..., 34) = 34
359861 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359861 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359861 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359860 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359860 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359860 write(1, "*#* RES_REC\n", 12)    = 12
359860 write(8, "REC_DATA_SIZE=12809\n", 20) = 20
359860 write(3, "INFO:werkzeug:REC_DATA_SIZE=1280"..., 34) = 34
359860 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359860 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359860 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359859 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359859 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359859 write(1, "*#* RES_REC\n", 12)    = 12
359859 write(8, "REC_DATA_SIZE=12208\n", 20) = 20
359859 write(3, "INFO:werkzeug:REC_DATA_SIZE=1220"..., 34) = 34
359859 write(3, "INFO:jaeger_tracing:Reporting sp"..., 110) = 110
359859 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359859 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359869 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359869 write(8, "LOG_START_wsgi ,TS=1715874628.27"..., 38) = 38
359869 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359869 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359869 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359869 write(8, "PID = \n358884\n", 14) = 14
359869 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359870 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359869 write(8, "TID = \n359869\n", 14) = 14
359869 write(3, "INFO:werkzeug:TID = \n359869\n", 28) = 28
359870 write(8, "LOG_START_wsgi ,TS=1715874628.27"..., 38) = 38
359870 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359871 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460 <unfinished ...>
359869 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359869 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359870 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
359870 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
359871 write(8, "LOG_START_wsgi ,TS=1715874628.27"..., 37 <unfinished ...>
359871 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359869 write(8, "LOG_STOP_wsgi, TS=1715874628.270"..., 37) = 37
359869 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359870 write(8, "PID = \n358884\n", 14 <unfinished ...>
359869 write(1, "#*# REQ_SEND\n", 13)   = 13
359870 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359869 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359871 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359871 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359870 write(8, "TID = \n359870\n", 14) = 14
359870 write(3, "INFO:werkzeug:TID = \n359870\n", 28) = 28
359871 write(8, "PID = \n358884\n", 14) = 14
359869 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359870 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359871 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359871 write(8, "TID = \n359871\n", 14) = 14
359870 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359870 write(8, "LOG_STOP_wsgi, TS=1715874628.272"..., 37) = 37
359871 write(3, "INFO:werkzeug:TID = \n359871\n", 28) = 28
359871 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359870 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359870 write(1, "#*# REQ_SEND\n", 13)   = 13
359871 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359870 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359871 write(8, "LOG_STOP_wsgi, TS=1715874628.273"..., 36) = 36
359871 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
359871 write(1, "#*# REQ_SEND\n", 13)   = 13
359870 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359871 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359871 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
359869 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359869 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359869 write(1, "*#* RES_REC\n", 12)    = 12
359869 write(8, "REC_DATA_SIZE=11828\n", 20) = 20
359869 write(3, "INFO:werkzeug:REC_DATA_SIZE=1182"..., 34) = 34
359869 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359869 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359869 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359911 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359911 write(8, "LOG_START_wsgi ,TS=1715874629.14"..., 38) = 38
359911 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359911 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359911 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359911 write(8, "PID = \n358884\n", 14) = 14
359911 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359911 write(8, "TID = \n359911\n", 14) = 14
359911 write(3, "INFO:werkzeug:TID = \n359911\n", 28) = 28
359911 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359911 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359911 write(8, "LOG_STOP_wsgi, TS=1715874629.147"..., 37) = 37
359911 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359911 write(1, "#*# REQ_SEND\n", 13)   = 13
359911 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359871 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359911 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359871 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359871 write(1, "*#* RES_REC\n", 12)    = 12
359871 write(8, "REC_DATA_SIZE=12072\n", 20) = 20
359871 write(3, "INFO:werkzeug:REC_DATA_SIZE=1207"..., 34 <unfinished ...>
359871 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359871 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359871 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359913 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359913 write(8, "LOG_START_wsgi ,TS=1715874629.15"..., 38) = 38
359913 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359913 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359913 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359914 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359913 write(8, "PID = \n358884\n", 14) = 14
359913 write(3, "INFO:werkzeug:PID = \n358884\n", 28 <unfinished ...>
359914 write(8, "LOG_START_wsgi ,TS=1715874629.15"..., 38 <unfinished ...>
359914 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359913 write(8, "TID = \n359913\n", 14) = 14
359913 write(3, "INFO:werkzeug:TID = \n359913\n", 28 <unfinished ...>
359914 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
359914 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
359913 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359913 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359914 write(8, "PID = \n358884\n", 14 <unfinished ...>
359914 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359913 write(8, "LOG_STOP_wsgi, TS=1715874629.153"..., 37) = 37
359913 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359914 write(8, "TID = \n359914\n", 14 <unfinished ...>
359913 write(1, "#*# REQ_SEND\n", 13)   = 13
359914 write(3, "INFO:werkzeug:TID = \n359914\n", 28) = 28
359913 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359914 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359914 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359914 write(8, "LOG_STOP_wsgi, TS=1715874629.155"..., 37) = 37
359913 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359914 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359914 write(1, "#*# REQ_SEND\n", 13)   = 13
359914 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359914 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359917 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359917 write(8, "LOG_START_wsgi ,TS=1715874629.16"..., 38) = 38
359917 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359917 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359917 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359917 write(8, "PID = \n358884\n", 14) = 14
359917 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359917 write(8, "TID = \n359917\n", 14) = 14
359917 write(3, "INFO:werkzeug:TID = \n359917\n", 28) = 28
359917 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359917 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359917 write(8, "LOG_STOP_wsgi, TS=1715874629.161"..., 37) = 37
359917 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359917 write(1, "#*# REQ_SEND\n", 13)   = 13
359917 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359917 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359925 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359925 write(8, "LOG_START_wsgi ,TS=1715874629.17"..., 38) = 38
359925 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359925 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359925 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359925 write(8, "PID = \n358884\n", 14) = 14
359925 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359925 write(8, "TID = \n359925\n", 14) = 14
359925 write(3, "INFO:werkzeug:TID = \n359925\n", 28) = 28
359925 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359925 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359925 write(8, "LOG_STOP_wsgi, TS=1715874629.176"..., 37) = 37
359925 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359925 write(1, "#*# REQ_SEND\n", 13)   = 13
359925 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359925 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359927 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359927 write(8, "LOG_START_wsgi ,TS=1715874629.18"..., 38) = 38
359927 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359927 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359927 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359927 write(8, "PID = \n358884\n", 14) = 14
359927 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359927 write(8, "TID = \n359927\n", 14) = 14
359927 write(3, "INFO:werkzeug:TID = \n359927\n", 28) = 28
359927 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359927 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359927 write(8, "LOG_STOP_wsgi, TS=1715874629.180"..., 37) = 37
359927 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359927 write(1, "#*# REQ_SEND\n", 13)   = 13
359927 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359927 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359870 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359870 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359870 write(1, "*#* RES_REC\n", 12)    = 12
359870 write(8, "REC_DATA_SIZE=12508\n", 20) = 20
359870 write(3, "INFO:werkzeug:REC_DATA_SIZE=1250"..., 34) = 34
359870 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359870 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359870 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359938 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359938 write(8, "LOG_START_wsgi ,TS=1715874629.20"..., 38) = 38
359938 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359938 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359938 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359938 write(8, "PID = \n358884\n", 14) = 14
359938 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
359938 write(8, "TID = \n359938\n", 14) = 14
359938 write(3, "INFO:werkzeug:TID = \n359938\n", 28) = 28
359938 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359938 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359938 write(8, "LOG_STOP_wsgi, TS=1715874629.208"..., 37) = 37
359938 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359938 write(1, "#*# REQ_SEND\n", 13)   = 13
359938 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
359938 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359914 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359914 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359914 write(1, "*#* RES_REC\n", 12)    = 12
359914 write(8, "REC_DATA_SIZE=12341\n", 20) = 20
359914 write(3, "INFO:werkzeug:REC_DATA_SIZE=1234"..., 34) = 34
359914 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359914 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359914 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359911 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359911 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359911 write(1, "*#* RES_REC\n", 12)    = 12
359911 write(8, "REC_DATA_SIZE=12218\n", 20) = 20
359911 write(3, "INFO:werkzeug:REC_DATA_SIZE=1221"..., 34) = 34
359911 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359911 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359913 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359911 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359913 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359913 write(1, "*#* RES_REC\n", 12 <unfinished ...>
359913 write(8, "REC_DATA_SIZE=12619\n", 20) = 20
359913 write(3, "INFO:werkzeug:REC_DATA_SIZE=1261"..., 34) = 34
359913 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112 <unfinished ...>
359913 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359913 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359917 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359917 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359917 write(1, "*#* RES_REC\n", 12)    = 12
359917 write(8, "REC_DATA_SIZE=12789\n", 20) = 20
359917 write(3, "INFO:werkzeug:REC_DATA_SIZE=1278"..., 34) = 34
359917 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359917 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359917 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359938 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359938 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359938 write(1, "*#* RES_REC\n", 12)    = 12
359938 write(8, "REC_DATA_SIZE=12019\n", 20) = 20
359925 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359938 write(3, "INFO:werkzeug:REC_DATA_SIZE=1201"..., 34) = 34
359925 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359938 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359925 write(1, "*#* RES_REC\n", 12)    = 12
359938 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359938 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359925 write(8, "REC_DATA_SIZE=12310\n", 20) = 20
359925 write(3, "INFO:werkzeug:REC_DATA_SIZE=1231"..., 34 <unfinished ...>
359925 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
359925 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359925 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359927 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
359927 write(2, "{\"message\": \"Response <Response "..., 216) = 216
359927 write(1, "*#* RES_REC\n", 12)    = 12
359927 write(8, "REC_DATA_SIZE=11881\n", 20) = 20
359927 write(3, "INFO:werkzeug:REC_DATA_SIZE=1188"..., 34 <unfinished ...>
359927 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
359927 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
359927 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
359962 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
359962 write(8, "LOG_START_wsgi ,TS=1715874630.14"..., 38) = 38
359962 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359962 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
359962 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
359962 write(8, "PID = \n358884\n", 14) = 14
