359571 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
359736 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359736 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359737 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359737 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359737 write(1, "*#* RES_REC\n", 12)    = 12
359737 write(8, "REC_DATA_SIZE=11694\n", 20) = 20
359737 write(3, "INFO:werkzeug:REC_DATA_SIZE=1169"..., 34) = 34
359737 write(10, "[{\"Name\": \"Pretty Little Devils\""..., 11645) = 11645
359737 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
359737 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359737 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359786 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359786 write(8, "LOG_START_wsgi ,TS=1715874624.40"..., 38) = 38
359787 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
359786 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
359787 write(8, "LOG_START_wsgi ,TS=1715874624.40"..., 38) = 38
359787 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359786 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359786 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
359787 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359787 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
359786 write(8, "PID = \n358864\n", 14 <unfinished ...>
359786 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
359787 write(8, "PID = \n358864\n", 14 <unfinished ...>
359787 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359786 write(8, "TID = \n359786\n", 14) = 14
359786 write(3, "INFO:werkzeug:TID = \n359786\n", 28 <unfinished ...>
359787 write(8, "TID = \n359787\n", 14 <unfinished ...>
359787 write(3, "INFO:werkzeug:TID = \n359787\n", 28) = 28
359786 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359786 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359787 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359787 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359786 write(8, "LOG_STOP_wsgi, TS=1715874624.400"..., 37) = 37
359786 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359787 write(8, "LOG_STOP_wsgi, TS=1715874624.401"..., 37 <unfinished ...>
359786 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
359787 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359786 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359787 write(1, "#*# REQ_SEND\n", 13)   = 13
359787 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359786 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359787 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359792 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359792 write(8, "LOG_START_wsgi ,TS=1715874624.42"..., 38) = 38
359792 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359792 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359792 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359792 write(8, "PID = \n358864\n", 14) = 14
359792 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359792 write(8, "TID = \n359792\n", 14) = 14
359792 write(3, "INFO:werkzeug:TID = \n359792\n", 28) = 28
359792 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359792 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359792 write(8, "LOG_STOP_wsgi, TS=1715874624.426"..., 37) = 37
359792 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359792 write(1, "#*# REQ_SEND\n", 13)   = 13
359792 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359792 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359795 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359795 write(8, "LOG_START_wsgi ,TS=1715874624.43"..., 38) = 38
359795 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359795 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359795 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359795 write(8, "PID = \n358864\n", 14) = 14
359795 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359795 write(8, "TID = \n359795\n", 14) = 14
359795 write(3, "INFO:werkzeug:TID = \n359795\n", 28) = 28
359795 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359795 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359795 write(8, "LOG_STOP_wsgi, TS=1715874624.439"..., 37) = 37
359795 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359795 write(1, "#*# REQ_SEND\n", 13)   = 13
359795 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359795 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
359796 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
359796 write(8, "LOG_START_wsgi ,TS=1715874624.44"..., 38 <unfinished ...>
359796 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359796 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359796 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359796 write(8, "PID = \n358864\n", 14) = 14
359796 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359796 write(8, "TID = \n359796\n", 14) = 14
359796 write(3, "INFO:werkzeug:TID = \n359796\n", 28) = 28
359796 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359796 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359796 write(8, "LOG_STOP_wsgi, TS=1715874624.442"..., 37) = 37
359796 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359796 write(1, "#*# REQ_SEND\n", 13)   = 13
359796 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359796 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359799 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359799 write(8, "LOG_START_wsgi ,TS=1715874624.44"..., 38) = 38
359799 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359799 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359801 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
359799 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
359801 write(8, "LOG_START_wsgi ,TS=1715874624.44"..., 38) = 38
359801 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359799 write(8, "PID = \n358864\n", 14) = 14
359799 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
359801 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359801 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359799 write(8, "TID = \n359799\n", 14) = 14
359799 write(3, "INFO:werkzeug:TID = \n359799\n", 28 <unfinished ...>
359801 write(8, "PID = \n358864\n", 14 <unfinished ...>
359801 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359799 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359799 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359801 write(8, "TID = \n359801\n", 14 <unfinished ...>
359801 write(3, "INFO:werkzeug:TID = \n359801\n", 28) = 28
359799 write(8, "LOG_STOP_wsgi, TS=1715874624.448"..., 37) = 37
359799 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359801 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359799 write(1, "#*# REQ_SEND\n", 13)   = 13
359801 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359799 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359801 write(8, "LOG_STOP_wsgi, TS=1715874624.449"..., 37) = 37
359801 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359801 write(1, "#*# REQ_SEND\n", 13)   = 13
359799 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359801 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359801 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359787 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359787 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359787 write(1, "*#* RES_REC\n", 12)    = 12
359787 write(8, "REC_DATA_SIZE=12128\n", 20) = 20
359787 write(3, "INFO:werkzeug:REC_DATA_SIZE=1212"..., 34 <unfinished ...>
359835 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359835 write(8, "LOG_START_wsgi ,TS=1715874625.27"..., 38 <unfinished ...>
359787 write(24, "[{\"Name\": \"Incredible Beauty\", \""..., 12079 <unfinished ...>
359835 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359835 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359835 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359835 write(8, "PID = \n358864\n", 14) = 14
359787 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359787 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359835 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359835 write(8, "TID = \n359835\n", 14) = 14
359787 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359835 write(3, "INFO:werkzeug:TID = \n359835\n", 28 <unfinished ...>
359835 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359835 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359835 write(8, "LOG_STOP_wsgi, TS=1715874625.273"..., 37) = 37
359835 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359835 write(1, "#*# REQ_SEND\n", 13)   = 13
359835 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359835 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359786 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359786 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359786 write(1, "*#* RES_REC\n", 12)    = 12
359786 write(8, "REC_DATA_SIZE=12169\n", 20) = 20
359786 write(3, "INFO:werkzeug:REC_DATA_SIZE=1216"..., 34) = 34
359786 write(12, "[{\"Name\": \"Las historias de terr"..., 12120) = 12120
359799 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359786 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359799 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359786 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359799 write(1, "*#* RES_REC\n", 12)    = 12
359786 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359799 write(8, "REC_DATA_SIZE=12413\n", 20 <unfinished ...>
359799 write(3, "INFO:werkzeug:REC_DATA_SIZE=1241"..., 34 <unfinished ...>
359799 write(12, "[{\"Name\": \"El juez de Egipto\", \""..., 12364) = 12364
359792 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359799 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359799 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359792 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359799 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83 <unfinished ...>
359792 write(1, "*#* RES_REC\n", 12 <unfinished ...>
359792 write(8, "REC_DATA_SIZE=12652\n", 20 <unfinished ...>
359792 write(3, "INFO:werkzeug:REC_DATA_SIZE=1265"..., 34 <unfinished ...>
359792 write(10, "[{\"Name\": \"Oceans Apart\", \"Ratin"..., 12603 <unfinished ...>
359796 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359796 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359792 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
359796 write(1, "*#* RES_REC\n", 12)    = 12
359796 write(8, "REC_DATA_SIZE=12147\n", 20) = 20
359792 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359796 write(3, "INFO:werkzeug:REC_DATA_SIZE=1214"..., 34) = 34
359792 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359796 write(10, "[{\"Name\": \"Hitler: 1889-1936 Hub"..., 12098 <unfinished ...>
359796 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359796 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359796 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359795 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359795 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359795 write(1, "*#* RES_REC\n", 12)    = 12
359795 write(8, "REC_DATA_SIZE=12336\n", 20) = 20
359795 write(3, "INFO:werkzeug:REC_DATA_SIZE=1233"..., 34) = 34
359795 write(10, "[{\"Name\": \"Dry\", \"Rating\": \"1.17"..., 12287) = 12287
359795 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359795 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359795 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359801 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359801 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359801 write(1, "*#* RES_REC\n", 12)    = 12
359801 write(8, "REC_DATA_SIZE=12229\n", 20) = 20
359801 write(3, "INFO:werkzeug:REC_DATA_SIZE=1222"..., 34) = 34
359801 write(10, "[{\"Name\": \"Evil Spy School\", \"Ra"..., 12180) = 12180
359801 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359801 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359801 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359838 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
359838 write(8, "LOG_START_wsgi ,TS=1715874625.44"..., 38) = 38
359838 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359838 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359839 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364 <unfinished ...>
359838 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
359839 write(8, "LOG_START_wsgi ,TS=1715874625.44"..., 37) = 37
359839 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359838 write(8, "PID = \n358864\n", 14) = 14
359838 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
359839 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359839 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359838 write(8, "TID = \n359838\n", 14) = 14
359838 write(3, "INFO:werkzeug:TID = \n359838\n", 28 <unfinished ...>
359839 write(8, "PID = \n358864\n", 14 <unfinished ...>
359839 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359838 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359838 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359839 write(8, "TID = \n359839\n", 14 <unfinished ...>
359839 write(3, "INFO:werkzeug:TID = \n359839\n", 28) = 28
359838 write(8, "LOG_STOP_wsgi, TS=1715874625.441"..., 37) = 37
359838 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359839 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359838 write(1, "#*# REQ_SEND\n", 13)   = 13
359839 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359838 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359839 write(8, "LOG_STOP_wsgi, TS=1715874625.443"..., 36) = 36
359839 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
359839 write(1, "#*# REQ_SEND\n", 13)   = 13
359838 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359839 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359839 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
359835 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359835 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359835 write(1, "*#* RES_REC\n", 12)    = 12
359835 write(8, "REC_DATA_SIZE=12832\n", 20) = 20
359835 write(3, "INFO:werkzeug:REC_DATA_SIZE=1283"..., 34) = 34
359835 write(16, "[{\"Name\": \"List Your Self: Listm"..., 12783) = 12783
359835 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
359835 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359835 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359839 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359839 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359839 write(1, "*#* RES_REC\n", 12)    = 12
359839 write(8, "REC_DATA_SIZE=12297\n", 20) = 20
359839 write(3, "INFO:werkzeug:REC_DATA_SIZE=1229"..., 34) = 34
359839 write(11, "[{\"Name\": \"Owner's Share\", \"Rati"..., 12248) = 12248
359839 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359839 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359839 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359838 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359838 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359838 write(1, "*#* RES_REC\n", 12)    = 12
359838 write(8, "REC_DATA_SIZE=13085\n", 20) = 20
359838 write(3, "INFO:werkzeug:REC_DATA_SIZE=1308"..., 34) = 34
359838 write(11, "[{\"Name\": \"Falso Alarme\", \"Ratin"..., 13036) = 13036
359838 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
359838 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359838 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359845 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
359845 write(8, "LOG_START_wsgi ,TS=1715874627.22"..., 38 <unfinished ...>
359845 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359845 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359846 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359845 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359846 write(8, "LOG_START_wsgi ,TS=1715874627.22"..., 38) = 38
359846 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359847 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359845 write(8, "PID = \n358864\n", 14) = 14
359845 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359846 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359846 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359848 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
359847 write(8, "LOG_START_wsgi ,TS=1715874627.22"..., 38 <unfinished ...>
359847 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359845 write(8, "TID = \n359845\n", 14 <unfinished ...>
359845 write(3, "INFO:werkzeug:TID = \n359845\n", 28) = 28
359849 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359846 write(8, "PID = \n358864\n", 14) = 14
359846 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359848 write(8, "LOG_START_wsgi ,TS=1715874627.22"..., 37) = 37
359848 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359850 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359847 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359847 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359845 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359849 write(8, "LOG_START_wsgi ,TS=1715874627.22"..., 38) = 38
359845 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359851 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359846 write(8, "TID = \n359846\n", 14) = 14
359849 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
359850 write(8, "LOG_START_wsgi ,TS=1715874627.22"..., 38 <unfinished ...>
359846 write(3, "INFO:werkzeug:TID = \n359846\n", 28 <unfinished ...>
359848 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359850 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359847 write(8, "PID = \n358864\n", 14) = 14
359848 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359851 write(8, "LOG_START_wsgi ,TS=1715874627.23"..., 38) = 38
359847 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359845 write(8, "LOG_STOP_wsgi, TS=1715874627.221"..., 37) = 37
359851 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
359849 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359845 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359846 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359845 write(1, "#*# REQ_SEND\n", 13)   = 13
359850 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359845 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359849 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359848 write(8, "PID = \n358864\n", 14) = 14
359846 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359847 write(8, "TID = \n359847\n", 14) = 14
359850 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359851 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359848 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359849 write(8, "PID = \n358864\n", 14) = 14
359847 write(3, "INFO:werkzeug:TID = \n359847\n", 28) = 28
359846 write(8, "LOG_STOP_wsgi, TS=1715874627.222"..., 37) = 37
359849 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359850 write(8, "PID = \n358864\n", 14) = 14
359851 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359848 write(8, "TID = \n359848\n", 14) = 14
359845 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359847 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359846 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359849 write(8, "TID = \n359849\n", 14) = 14
359846 write(1, "#*# REQ_SEND\n", 13)   = 13
359846 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359850 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359851 write(8, "PID = \n358864\n", 14) = 14
359848 write(3, "INFO:werkzeug:TID = \n359848\n", 28) = 28
359850 write(8, "TID = \n359850\n", 14) = 14
359848 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359847 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359847 write(8, "LOG_STOP_wsgi, TS=1715874627.224"..., 37) = 37
359849 write(3, "INFO:werkzeug:TID = \n359849\n", 28) = 28
359849 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359851 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359851 write(8, "TID = \n359851\n", 14) = 14
359850 write(3, "INFO:werkzeug:TID = \n359850\n", 28) = 28
359850 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359846 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359848 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359848 write(8, "LOG_STOP_wsgi, TS=1715874627.225"..., 36) = 36
359847 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359847 write(1, "#*# REQ_SEND\n", 13)   = 13
359847 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359849 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359849 write(8, "LOG_STOP_wsgi, TS=1715874627.227"..., 37) = 37
359851 write(3, "INFO:werkzeug:TID = \n359851\n", 28) = 28
359851 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359850 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359850 write(8, "LOG_STOP_wsgi, TS=1715874627.229"..., 37) = 37
359848 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
359848 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
359849 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359848 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359849 write(1, "#*# REQ_SEND\n", 13)   = 13
359847 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359849 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359851 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359851 write(8, "LOG_STOP_wsgi, TS=1715874627.230"..., 37) = 37
359850 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359850 write(1, "#*# REQ_SEND\n", 13)   = 13
359850 write(2, "{\"message\": \"Get with url http:/"..., 353 <unfinished ...>
359848 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
359849 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359851 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359851 write(1, "#*# REQ_SEND\n", 13)   = 13
359850 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359851 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359851 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359847 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359847 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359847 write(1, "*#* RES_REC\n", 12)    = 12
359847 write(8, "REC_DATA_SIZE=12181\n", 20) = 20
359845 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359846 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359845 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359847 write(3, "INFO:werkzeug:REC_DATA_SIZE=1218"..., 34) = 34
359845 write(1, "*#* RES_REC\n", 12)    = 12
